chrlbl,citations,definition,part_of_speech,word,first_citation_date,first_citation_text,last_citation_date,last_citation_text,family
mid-19C,"{'@class': 'new', '@first': 'yes', 'date': '1833', 'aut': 'H. Smith', 'tit': 'Gale Middleton', 'num': '154', '#text': '1 Blood’s a queer blabber now and then, and tells tales'}","a tell tale, a betrayer",compound,queer blabber,1833,"1 Blood’s a queer blabber now and then, and tells tales",1833,"1 Blood’s a queer blabber now and then, and tells tales",queer
1920s,"{'@class': 'new17C', '@first': 'yes', 'date': '1923', 'tit': 'Smith’s Wkly', 'num': '21/2', '#text': '(Sydney) 2 June The queer bloke blocked the gangway while I took Mr. Lantern-jaw’s purse'}",a pickpocket’s assistant,compound,queer bloke,1923,(Sydney) 2 June The queer bloke blocked the gangway while I took Mr. Lantern-jaw’s purse,1923,(Sydney) 2 June The queer bloke blocked the gangway while I took Mr. Lantern-jaw’s purse,queer
early–mid-19C,"[{'@first': 'yes', 'date': '1809', 'aut': 'G. Andrewes', 'tit': 'Dict. Sl. and Cant', 'num': 'n.p.', 'scaps': 'queer blowing', '#text': 'ugly wench'}, {'date': '1823', 'aut': 'Egan', 'tit': 'Grose’s Classical Dict. of the Vulgar Tongue'}, {'date': '1835', 'aut': 'G. Kent', 'tit': 'Modern Flash Dict.'}, {'date': '1848', 'tit': ['Flash Dict.', 'Sinks of London Laid Open'], '#text': 'in'}]",an ugly woman,compound,queer blowing,1809,ugly wench,1848,in,queer
late 17C–mid-19C,"[{'@first': 'yes', 'circa': '1698', 'aut': 'B.E.', 'tit': 'Dict. Canting Crew'}, {'date': '1725', 'tit': 'New Canting Dict.'}, {'date': ['1737', '1759', '1760', '1776'], 'aut': 'Bailey', 'tit': 'Universal Etym. Eng. Dict.'}, {'date': ['1785', '1788', '1796'], 'aut': 'Grose', 'tit': 'Classical Dict. of the Vulgar Tongue', 'num': 'n.p.', 'scaps': 'Queer bluffer', '#text': 'The master of a public-house the resort of rogues and sharpers, a cut-throat inn or alehouse keeper'}, {'date': '1809', 'aut': 'G. Andrewes', 'tit': 'Dict. Sl. and Cant'}, {'date': '1811', 'tit': 'Lex. Balatronicum', '#text': '[as cit. 1785]'}, {'date': '1823', 'aut': '‘Jon Bee’', 'tit': 'Dict. of the Turf, the Ring, the Chase, etc.', 'num': '19', 'i': ['Quere', 'Bluffer'], '#text': 'An alehouse-keeper is ‘a buffer;’ and he is a ‘Queer buffer’ provided he chalks double, or is a sharper.  whether  is not used quite as often?'}, {'date': '1827', 'tit': 'Commercial Advertiser', 'num': '2/3', 'i': ['ken cove', 'Queer buffer', 'burn the ken', 'nask'], '#text': '(N.Y.) 1 Feb. The , [...] being a  [...] a regular brush was kicked up, and the Charlies being called, before they could , [...] they were nabbed and carried to the'}, {'date': '1835', 'aut': 'G. Kent', 'tit': 'Modern Flash Dict.', 'num': '26', '#text': 'Queer buffer [sic] – sharp inn keeper'}, {'date': '1848', 'tit': ['Flash Dict.', 'Sinks of London Laid Open'], '#text': 'in  [as cit. 1835]'}]","a ‘sneaking, sharping, Cut-throat Ale-house or Inn-keeper’ (B.E.)",compound,queer bluffer,1698,,1848,in  [as cit. 1835],queer
mid-16C–mid-19C,"[{'@first': 'yes', 'circa': '1566', 'aut': 'Harman', 'tit': 'Caveat for Common Cursetours', 'src': 'Viles & Furnivall', 'edn': '1907', 'num': '85', '#text': 'in I cutt it is a quyer bouse [...] I saye it is a small and naughtye drynke'}, {'date': '1608', 'aut': 'Dekker', 'tit': 'Belman of London', 'edn': '3rd', 'num': 'J3', '#text': 'I cut, it is quire bowse, I bowld a flag the last darkmans'}, {'date': '1610', 'aut': 'Rowlands', 'tit': 'Martin Mark-all', 'num': '40', 'i': 'Quire bowse', '#text': 'bad drinke'}, {'@class': 'new16', 'date': '1639', 'aut': 'J. Taylor', 'tit': 'Crabtree Lectures', 'num': '191', 'i': 'Mort', '#text': '. Ile tell thee queere Cove, thou must maund at the Gigger for Pannum and Casum, or a cheat of queere bowse, or Kacklen Cheate, and whid rumpsie'}, {'date': '1809', 'aut': 'G. Andrewes', 'tit': 'Dict. Sl. and Cant', 'num': 'n.p.', 'scaps': 'Queer bowse', '#text': 'bad beer'}, {'date': '1835', 'aut': 'G. Kent', 'tit': 'Modern Flash Dict.', 'num': '27', '#text': 'Queer booze – bad beer'}, {'date': '1848', 'tit': ['Flash Dict.', 'Sinks of London Laid Open'], '#text': 'in  [as cit. 1835]'}]","sour or inferior beer, ‘small and naughtye drynke’ (Harman)",compound,queer booze,1566,in I cutt it is a quyer bouse [...] I saye it is a small and naughtye drynke,1848,in  [as cit. 1835],queer
18C–mid-19C,"[{'@first': 'yes', 'ante': '1790', 'aut': 'H.T. Potter', 'tit': 'New Dict. Cant', 'edn': '1795'}, {'date': '1809', 'aut': 'G. Andrewes', 'tit': 'Dict. Sl. and Cant'}, {'date': '1821', 'tit': 'Flash Dict.'}, {'date': '1835', 'aut': 'G. Kent', 'tit': 'Modern Flash Dict.'}, {'date': '1848', 'tit': ['Flash Dict.', 'Sinks of London Laid Open'], '#text': 'in'}, {'circa': '1850', 'aut': 'Duncombe', 'tit': 'New and Improved Flash Dict.'}]",second-rate or sour beer,compound,queer bub,1790,,1850,,queer
mid-19C,"[{'@first': 'yes', 'date': '1835', 'aut': 'G. Kent', 'tit': 'Modern Flash Dict.'}, {'date': '1848', 'tit': ['Flash Dict.', 'Sinks of London Laid Open'], '#text': 'in'}]","a cur, a valueless dog",compound,queer buffer,1835,,1848,in,queer
late 17C–early 19C,"[{'@first': 'yes', 'circa': '1698', 'aut': 'B.E.', 'tit': 'Dict. Canting Crew'}, {'date': '1725', 'tit': 'New Canting Dict.'}, {'date': ['1737', '1759', '1760', '1776'], 'aut': 'Bailey', 'tit': 'Universal Etym. Eng. Dict.'}, {'date': '1785, 1788, 1796', 'aut': 'Grose', 'tit': 'Classical Dict. of the Vulgar Tongue'}, {'date': '1811', 'tit': 'Lex. Balatronicum'}, {'date': '1823', 'aut': 'Egan', 'tit': 'Grose’s Classical Dict. of the Vulgar Tongue'}]",an empty purse (viewed as an object of robbery),compound,queer bung,1698,,1823,,queer
early–mid-19C,"[{'@first': 'yes', 'date': '1809', 'aut': 'G. Andrewes', 'tit': 'Dict. Sl. and Cant'}, {'date': '1848', 'tit': ['Flash Dict.', 'Sinks of London Laid Open'], '#text': 'in'}]",a suspicious companion,compound,queer chum,1809,,1848,in,queer
late 17C–18C,"[{'@first': 'yes', 'circa': '1698', 'aut': 'B.E.', 'tit': 'Dict. Canting Crew', 'num': 'n.p.', 'i': 'Queere-clout', '#text': 'c. a sorry, coarse, ord’nary or old Handkerchief, not worth Nimming'}, {'date': '1725', 'tit': 'New Canting Dict.'}, {'date': ['1737', '1759', '1760', '1776'], 'aut': 'Bailey', 'tit': 'Universal Etym. Eng. Dict.'}]","a cheap, prob. cotton, handkerchief that as such is not worth stealing",compound,queer clout,1698,"c. a sorry, coarse, ord’nary or old Handkerchief, not worth Nimming","['1737', '1759', '1760', '1776']",,queer
late 16C–mid-19C,"[{'@first': 'yes', 'date': '1592', 'aut': 'Greene', 'tit': 'Quip for an Upstart Courtier', 'num': 'G3', '#text': 'It is reported you can lift or nip a boung like a quire Coue if you want pence'}, {'date': '1610', 'aut': 'Rowlands', 'tit': 'Martin Mark-all', 'num': '42', '#text': 'For all the Rome coves are budgd a beake / And the quire coves tippe the lowre'}, {'@class': 'new16', 'date': '1639', 'aut': 'J. Taylor', 'tit': 'Crabtree Lectures', 'num': '191', 'i': 'Mort', '#text': '. Ile tell thee queere Cove, thou must maund at the Gigger for Pannum and Casum, or a cheat of queere bowse, or Kacklen Cheate, and whid rumpsie'}, {'date': '1641', 'aut': 'R. Brome', 'tit': 'Jovial Crew', 'num': 'IV ii', '#text': 'Bing awast, The Quire Cove and the Harmanbeck'}, {'date': '1651', 'aut': 'T. Randolph', 'tit': 'Hey for Honesty', 'num': 'III i', '#text': 'By lusty doxies, there’s not a quire cove, Nobler than I in all the bousing kens That are ’twixt Hockly-i’-th’-hole and Islington'}, {'date': '1665', 'aut': 'Head', 'tit': 'Eng. Rogue', 'num': '51', 'i': 'Quier-Cove', '#text': 'I , A Rogue'}, {'date': '1674', 'aut': 'Head', 'tit': 'Canting Academy', 'edn': '2nd edn'}, {'date': '1684', 'aut': 'W. Nevison', 'tit': 'Newgate Calendar', 'edn': '1926', 'num': '291', '#text': 'in  I ‘Now,’ saith he, ‘that thou art entered into our fraternity, [...] for he that will be a quier cove, a professed rogue, must observe this rule, set down by an ancient patrico in these words: “Wilt thou a-begging go. o per se-o, o per se-o. Then must thou God forsake, And to the devil thee be take. o per se-o, etc.”’'}, {'circa': '1698', 'aut': 'B.E.', 'tit': 'Dict. Canting Crew'}, {'date': '1703', 'tit': 'Hell Upon Earth', 'num': '6', 'i': 'Queer Cove', '#text': ', a Rogue'}, {'date': '1707', 'aut': 'J. Shirley', 'tit': 'Triumph of Wit', 'num': '194', 'i': 'London', '#text': 'The Prancer drew the Quere Cove at the cropping of the Rottam through the Rum pads of the Rum-vill, and was flogg’d by the Nubbing-cove. [The Rogue was dragged at the Cart’s Arse through the chief Streets of , and whipp’d by the Hangman]'}, {'date': '1725', 'tit': 'New Canting Dict.'}, {'date': '1734', 'aut': 'C. Johnson', 'tit': 'Hist. of Highwaymen &c.', 'num': '105', '#text': '[as cit. 1684]'}, {'date': ['1737', '1759', '1760', '1776'], 'aut': 'Bailey', 'tit': 'Universal Etym. Eng. Dict.'}, {'date': ['1785', '1788', '1796'], 'aut': 'Grose', 'tit': 'Classical Dict. of the Vulgar Tongue'}, {'ante': '1790', 'aut': 'H.T. Potter', 'tit': 'New Dict. Cant', 'edn': '1795'}, {'date': '1798', 'tit': 'Sporting Mag.', 'num': '164/1', '#text': '‘St Giles’s Greek’ in  Dec. XIII A poor old wiganowns flat was clerked at drop-a-cog by a couple of queer coves'}, {'date': '1809', 'aut': 'G. Andrewes', 'tit': 'Dict. Sl. and Cant'}, {'date': '1811', 'tit': 'Lex. Balatronicum'}, {'date': '1821', 'aut': '‘An Amateur’', 'tit': 'Real Life in London', 'num': '316', 'i': ['queer covy', 'flash customer', 'rum fellow'], '#text': 'I A learned Judge once, examining a , a , or a'}, {'date': '1826', 'aut': 'C.M. Westmacott', 'tit': 'Eng. Spy', 'num': '390', 'i': ['dabs', 'nobs'], '#text': 'II Queer Coves, I hope you have left your , and , all right'}, {'date': '1835', 'aut': 'G. Kent', 'tit': 'Modern Flash Dict.'}, {'date': '1839', 'con': '1715', 'aut': 'W.H. Ainsworth', 'tit': 'Jack Sheppard', 'edn': '1917', 'num': '109', '#text': 'Who’s that queer cove in the full-bottomed wig?'}, {'date': '1848', 'tit': ['Flash Dict.', 'Sinks of London Laid Open'], '#text': 'in'}]",a villain,compound,queer cove,1592,It is reported you can lift or nip a boung like a quire Coue if you want pence,1848,in,queer
mid-18C,"{'@first': 'yes', 'date': '1741', 'tit': 'Canting Academy, or the Pedlar’s-French Dict.', 'num': '113', 'i': 'A quer Cove', '#text': 'A poor Man'}",a poor man,compound,queer cove,1741,A poor Man,1741,A poor Man,queer
mid-19C,"[{'@first': 'yes', 'date': '1835', 'aut': 'G. Kent', 'tit': 'Modern Flash Dict.'}, {'date': '1848', 'tit': ['Flash Dict.', 'Sinks of London Laid Open'], '#text': 'in'}]",a turnkey,compound,queer cove,1835,,1848,in,queer
mid-19C,"{'@class': 'new', '@first': 'yes', 'date': '1843', 'tit': 'Satirist & Sporting Chron.', 'num': '3/3', 'i': 'queer cribs', '#text': '(Sydney) 1 Apr. The  [...] back of Prince-street had better take care of what they are about — he has heard of their flare-up’s and means paying them a visit'}",a criminal tavern and/or brothel,compound,queer crib,1843,(Sydney) 1 Apr. The  [...] back of Prince-street had better take care of what they are about — he has heard of their flare-up’s and means paying them a visit,1843,(Sydney) 1 Apr. The  [...] back of Prince-street had better take care of what they are about — he has heard of their flare-up’s and means paying them a visit,queer
