chrlbl,citations,definition,part_of_speech,word,first_citation_date,first_citation_text,last_citation_date,last_citation_text,family
mid-19C–1900s,"[{'@class': 'new17C', '@first': 'yes', 'date': '1881', 'tit': 'Bradford Dly Teleg.', 'num': '4/3', '#text': '7 June As cool and clear-headed in a hot corner as elsewhere'}, {'@class': 'N331', 'date': '1883', 'tit': 'Daily News', 'aut': 'Ware', 'edn': '1909', 'num': '155/1', '#text': '26 Sept. in  The ‘hot corner’ which was occupied by a crowd of helpers'}, {'date': '1898', 'aut': 'W. Pett Ridge', 'tit': 'Mord Em’ly', 'num': '186', '#text': 'Anybody ’tempt to dictate to me what I ought to do and what I ought not to do, and they’ll find themselves in a pretty ’ot corner, jolly quick'}, {'date': '1900', 'tit': 'Bulletin', 'num': '13/4', '#text': '(Sydney) 28 Apr. Yet the ostentatious exercise of his office of honorary beak once got him into a hot corner at the police station'}, {'date': '1909', 'aut': 'J. Ware', 'tit': 'Passing Eng. of the Victorian Era'}, {'@class': 'new', 'date': '1910', 'tit': 'Goodwin’s Wkly', 'num': '90/2', '#text': '(Salt Lake City, UT) 17 Dec. Dey’d got him in a hot corner'}, {'date': '1917', 'aut': 'A.G. Empey', 'tit': 'Over the Top', 'num': '112', '#text': 'This post wasn’t exactly safe. It was a hot corner, shells plunking all around, and the bullets cutting leaves off the trees'}, {'@class': 'new', 'date': '1922', 'tit': 'Wash. Times', 'num': '22/8', '#text': '(DC) 15 Mar. Terry [...] will be assigned to the hot corner'}]","a difficult situation in which one finds oneself threatened, bullied or otherwise under attack",compound,hot corner,1881,7 June As cool and clear-headed in a hot corner as elsewhere,1922,(DC) 15 Mar. Terry [...] will be assigned to the hot corner,hot
2000s,"[{'@first': 'yes', 'date': '1997', 'aut': 'Simon & Burns', 'tit': 'Corner', 'edn': '1998', 'num': '322', '#text': 'Put a tame corner under the microscope and you find dope and coke, fiends and dealers, stickup boys and burn artists [...] Put a hot corner under the scope and you find pretty much the same thing'}, {'date': '2006', 'aut': 'G. Pelecanos', 'tit': 'Night Gardener', 'num': '156', '#text': 'Rhonda Willis [...] had worked UC around that hot corner for several weeks'}]",a corner that is a site for drug-selling,compound,hot corner,1997,"Put a tame corner under the microscope and you find dope and coke, fiends and dealers, stickup boys and burn artists [...] Put a hot corner under the scope and you find pretty much the same thing",2006,Rhonda Willis [...] had worked UC around that hot corner for several weeks,hot
late 19C,"{'@first': 'yes', 'date': '1896', 'aut': 'W.C. Gore', 'tit': 'Student Sl.', 'src': 'Cohen', 'edn': '1997', 'num': '20', 'i': ['hot-dish.', 'hot-slop.'], '#text': 'in Fine, striking. ‘Look at that new golf sweater. Isn’t it hot-dish!’ [...] Same as ‘hot-dish.’'}","attractive, fashionable",compound,hot-dish,1896,"in Fine, striking. ‘Look at that new golf sweater. Isn’t it hot-dish!’ [...] Same as ‘hot-dish.’",1896,"in Fine, striking. ‘Look at that new golf sweater. Isn’t it hot-dish!’ [...] Same as ‘hot-dish.’",hot
late 19C,"{'@first': 'yes', 'date': '1896', 'aut': 'H. Blossom', 'tit': 'Checkers', 'num': '40', '#text': 'I’ve had the hot end of it most of my life'}",problems,compound,hot end,1896,I’ve had the hot end of it most of my life,1896,I’ve had the hot end of it most of my life,hot
1930s–50s,"[{'@first': 'yes', 'circa': '1930', 'aut': 'B. Adelman', 'tit': 'Tijuana Bibles', 'edn': '1997', 'num': '46', '#text': '‘Adventures of a Fuller Brush Man: “Obliging Lady”’ [comic strip] in I’m going to give you an injection of hot fat that will float your back teeth'}, {'circa': '1940', 'aut': 'B. Adelman', 'tit': 'Tijuana Bibles', 'edn': '1997', 'num': '27', '#text': '‘Tarzan in “Lost in the Jungles” IV’ [comic strip] in Tarzan proceeded to present Dolly with about the largest injection of hot fat she ever dreamed of'}, {'date': '2000–02', 'tit': 'Amatory Ink', '#text': '[Internet]'}]",sexual intercourse,compound,hot fat injection,1930,‘Adventures of a Fuller Brush Man: “Obliging Lady”’ [comic strip] in I’m going to give you an injection of hot fat that will float your back teeth,2000,[Internet],hot
20C+,"{'@first': 'yes', 'date': '1983', 'aut': 'R. Klein', 'tit': 'Jailhouse Jargon and Street Sl.', '#text': '[unpub. ms.]'}","a particularly active bout of sex, esp. with a new partner",compound,hot fling,1983,[unpub. ms.],1983,[unpub. ms.],hot
1930s,"{'@first': 'yes', 'date': '1937', 'aut': 'H.J. Anslinger', '#text': 'testimony on HR 6385 27 Apr. [Internet] We seem to have adopted the Mexican terminology, and we call it marihuana, which means good feeling. In the underworld it is referred to by such colorful, colloquial names as reefer, muggles, Indian hay, hot hay, and weed'}",marijuana,compound,hot hay,1937,"testimony on HR 6385 27 Apr. [Internet] We seem to have adopted the Mexican terminology, and we call it marihuana, which means good feeling. In the underworld it is referred to by such colorful, colloquial names as reefer, muggles, Indian hay, hot hay, and weed",1937,"testimony on HR 6385 27 Apr. [Internet] We seem to have adopted the Mexican terminology, and we call it marihuana, which means good feeling. In the underworld it is referred to by such colorful, colloquial names as reefer, muggles, Indian hay, hot hay, and weed",hot
1970s,"{'@first': 'yes', 'date': '1971–2', 'aut': 'C. Shafer', 'src': 'Abernethy', 'tit': 'Bounty of Texas', 'edn': '1990', 'num': '207', 'i': 'n', '#text': '‘Catheads [...] and Cho-Cho Sticks’ in hot head, . – a homosexual'}",a prison homosexual,compound,hot head,1971,"‘Catheads [...] and Cho-Cho Sticks’ in hot head, . – a homosexual",1971,"‘Catheads [...] and Cho-Cho Sticks’ in hot head, . – a homosexual",hot
late 17C,"{'@first': 'yes', 'date': '1688', 'aut': 'T. Shadwell', 'tit': 'Squire of Alsatia', 'num': 'I i', '#text': 'You know we were boosy last night; I am a little hot-headed this morning'}",hungover,compound,hot-headed,1688,You know we were boosy last night; I am a little hot-headed this morning,1688,You know we were boosy last night; I am a little hot-headed this morning,hot
late 17C–18C,"[{'@first': 'yes', 'date': '1678', 'aut': 'Otway', 'tit': 'Friendship in Fashion', 'num': 'III i', '#text': 'If I but dip my Bill I am giddy. Now I am as hot-headed with my bare two Bottles, as a drunken Prentice on Holyday'}, {'date': '1770', 'tit': 'Gent.’s Mag.', 'num': '559/2', 'i': ['To express the condition of an', 'nder the Effects of', 't is said that he is'], '#text': 'Dec.  Honest Fellow [...] u good Fellowship, i [...] 20. Hot-headed'}, {'date': '1780', 'aut': 'H. Cowley', 'tit': 'Belle’s Stratagem', 'num': 'III ii', '#text': 'Hot-headed fool!'}]",drunk,compound,hot-headed,1678,"If I but dip my Bill I am giddy. Now I am as hot-headed with my bare two Bottles, as a drunken Prentice on Holyday",1780,Hot-headed fool!,hot
mid-17C,"{'@class': 'edited', '@first': 'yes', 'date': '1659', 'tit': 'Mercurius Democritus', 'num': '38', '#text': '31 May–7 June An old piece of iniquity [...] (she having three times passed the Valley of terrour through the Lock of Kent-street and the Kings-land hot-house)'}",a lock hospital for the treatment of veneral diseases,compound,hot-house,1659,31 May–7 June An old piece of iniquity [...] (she having three times passed the Valley of terrour through the Lock of Kent-street and the Kings-land hot-house),1659,31 May–7 June An old piece of iniquity [...] (she having three times passed the Valley of terrour through the Lock of Kent-street and the Kings-land hot-house),hot
1940s,"{'@class': 'new18B', '@first': 'yes', 'date': '1943', 'aut': 'N. Pepper', 'tit': 'Indianapolis Star', 'num': '22/6', '#text': 'in 12 Dec. pt 4 Hothouse — School'}",a school,compound,hot-house,1943,in 12 Dec. pt 4 Hothouse — School,1943,in 12 Dec. pt 4 Hothouse — School,hot
1920s+,"[{'@first': 'yes', 'date': '1924', 'tit': 'DN', 'num': '270', '#text': 'V Hot lips'}, {'date': '1930', 'aut': 'C.L. Edholm', 'tit': 'Gun Molls', '#text': '‘Gorilla Girl’ in  Oct. [Internet] ‘Hot lips!’ Cora Corinta echoed the words with a cynical laugh. If the big sap only knew how cold her kiss was'}, {'date': '1938', 'tit': 'Bringing Up Baby', 'aut': 'G. Mast', 'edn': '1988', 'num': '230', '#text': 'filmscript in Do you mind if I say goodbye to hot-lips before I go? [note deleted from final film]'}, {'date': '1946', 'aut': 'Drake & Cayton', 'tit': 'Black Metropolis', 'num': '719', '#text': '‘Hot Lips,’ twenty-five years of age and a native of St. Louis'}, {'date': '1968', 'aut': '‘Richard Hooker’', 'tit': 'M*A*S*H', 'num': '105', '#text': 'Stop these beasts...from addressing me as Hot-Lips'}]",a nickname applied to someone with a reputation for passionate kissing,compound,hot-lips,1924,V Hot lips,1968,Stop these beasts...from addressing me as Hot-Lips,hot
1970s+,"[{'@first': 'yes', 'date': '1975', 'tit': 'Police Story', 'org': 'HDAS', '#text': '[NBC-TV] And you’re the great white hunters with hollow-points and hot loads!...You were using hot loads, Armstrong'}, {'date': '1992', 'aut': 'R. Marcinko', 'tit': 'Rogue Warrior', 'edn': '1993', 'num': '4', '#text': '165 rounds of hollow-point Hydra-Shok, customised hot loads that could literally blow a man’s head off'}]",a powerful firearm cartridge,compound,hot load,1975,"[NBC-TV] And you’re the great white hunters with hollow-points and hot loads!...You were using hot loads, Armstrong",1992,"165 rounds of hollow-point Hydra-Shok, customised hot loads that could literally blow a man’s head off",hot
1930s+,"[{'@first': 'yes', 'date': '1966', 'aut': 'Trimble', 'tit': '5000 Adult Sex Words and Phrases'}, {'date': '2005', 'tit': 'Indep.', 'num': '22/1', '#text': '10 Sept. Terms for sex [in Australia] were ‘rooting’, ‘tooling’, ‘poking’, ‘stabbing’ or ‘meat injection’'}]",sexual intercourse,compound,hot meat injection,1966,,2005,"10 Sept. Terms for sex [in Australia] were ‘rooting’, ‘tooling’, ‘poking’, ‘stabbing’ or ‘meat injection’",hot
1920s+,"[{'@class': 'new17C', '@first': 'yes', 'date': '1924', 'tit': 'Pittsburgh Courier', 'num': '13/8', '#text': '(PA) 15 Nov. Laughs and gestures soon betrayed their owners [i.e. of disguises]. Mr Clifton Blue, as a mysterious Chinese, remained so for a hot minute'}, {'date': '1932', 'aut': 'R. Fisher', 'tit': 'Conjure-Man Dies', 'num': '263', '#text': 'Can you give the law a hot minute?'}, {'@class': 'new17C', 'date': '1942', 'aut': 'Dorothy Kilgallen', 'tit': 'Voice of Broadway', '#text': '23 Jan. [synd. col.] Broadway [...] where a fortune can become a farthing in a hot minute'}, {'@class': 'new17C', 'date': '1953', 'tit': 'N.Y. Age', 'num': '7/2', '#text': '27 June Elise and Myrta Magloire [...] stopped off in Gotham for a hot minute'}, {'date': '1961', 'aut': 'M. Braly', 'tit': 'Felony Tank', 'edn': '1962', 'num': '52', '#text': 'We weren’t here a hot minute before they bagged us'}, {'@class': 'N331', 'date': '1967', 'aut': 'M. Braly', 'tit': 'On the Yard', 'edn': '2002', 'num': '345', '#text': '‘How long did it take you to make her?’ Cat asked. ‘About one hot secon'}, {'date': '1972', 'aut': 'O. Hawkins', 'tit': 'Ghetto Sketches', 'num': '152', '#text': 'If you were to take your eyeballs and ears out of that idiot box for a hot minute'}, {'@class': 'N331', 'date': '1979', 'aut': 'E. Torres', 'tit': 'After Hours', 'num': '8', '#text': 'He wasn’t there a hot month when I had to bail him out'}, {'date': '1981', 'aut': 'E. Bunker', 'tit': 'Little Boy Blue', 'edn': '1995', 'num': '60', '#text': 'Bringin’ a couple blankets wouldn’t take a hot minute'}, {'date': '1997', 'con': '1970s', 'aut': 'G. Pelecanos', 'tit': 'King Suckerman', 'edn': '1998', 'num': '4', '#text': 'It took a hot minute for him to find out'}, {'@class': 'N331', 'date': '2000', 'aut': 'P. Beatty', 'tit': 'Tuff', 'num': '43', '#text': 'You know, little nigger, you was almost fatherless today. A hot second from growing up to be one of those hard-to-handle motherfuckers'}, {'@class': 'N331', 'date': '2003', 'aut': 'Eble', 'tit': 'Campus Sl.', '#text': 'Nov'}, {'date': '2004', 'aut': 'A. Mansbach', 'tit': 'Brooklyn Noir', 'num': '128', '#text': '‘Crown Heist’ in I got to go out for a hot second'}, {'date': '2007', 'aut': 'N. ‘Razor’ Smith', 'tit': 'Raiders', 'num': '246', '#text': 'Such a div might grass you up in a hot second'}, {'@class': 'new', 'date': '2011', 'aut': 'G. Hayward', 'tit': 'Corruption Officer', 'num': '5', '#text': '[ebk] cap. Negro ain’t been on the job a hot week and already complaining about what he ain’t going to do'}, {'@class': 'new', 'date': '2012', 'aut': 'C. Eble', 'tit': 'UNC-CH Campus Sl. 2011', '#text': '(ed.)'}]",a moment,compound,hot minute,1924,"(PA) 15 Nov. Laughs and gestures soon betrayed their owners [i.e. of disguises]. Mr Clifton Blue, as a mysterious Chinese, remained so for a hot minute",2012,(ed.),hot
1930s+,"[{'@first': 'yes', 'circa': '1930', 'aut': 'B. Adelman', 'tit': 'Tijuana Bibles', 'edn': '1997', 'num': '75', '#text': '‘Mme. Dora in “Strictly Business”’ [comic strip] in Come on baby [...] I got hot from de nuts'}, {'date': '1935', 'aut': 'Lil Johnson', '#text': '‘Get ‘Em From the Peanut Man (Hot Nuts)’ [lyrics] You tell me your nuts is mighty fine, / But I bet your nuts isn’t hot as mine'}, {'circa': '1935', 'aut': 'B. Adelman', 'tit': 'Tijuana Bibles', 'edn': '1997', 'num': '90', '#text': '‘Mae West in “The Hip Flipper”’ [comic strip] in [of women] A lot of these flappers who imagine they’ve got hot nuts are only suffering from prickly heat'}, {'date': '1940s', 'aut': 'Campbell & Campbell', 'tit': 'War Paint', 'num': '143', '#text': 'in [aircraft nose art] Hot Nuts'}, {'date': '1949', 'aut': 'Monteleone', 'tit': 'Criminal Sl.', 'edn': 'rev. edn'}, {'date': '1962', 'con': 'WWII', 'aut': 'J.O. Killens', 'tit': 'And Then We Heard The Thunder', 'edn': '1964', 'num': '338', '#text': 'Man, her sister is prettier than she is, and she really got hot nuts for you'}, {'date': '1963', 'aut': 'E. Cray', 'tit': 'Erotic Muse', 'edn': '1992', 'num': '344', '#text': 'in Hot nuts. Hot nuts. Get ’em from the peanut man'}, {'date': '1970', 'aut': 'T. Southern', 'tit': 'Blue Movie', 'edn': '1974', 'num': '138', '#text': 'He’s got hot nuts for you, kid'}, {'date': '1984', 'aut': 'J.D. Horan', 'tit': 'New Vigilantes', 'num': '270', '#text': 'He’s got hot nuts for her. He says he tried one night when he was drunk, but she and his wife got him out of the room'}, {'date': '2004', 'aut': 'L. Dabundo', 'tit': 'Changing Skins', 'num': '57', '#text': 'A couple of years ago some guy in Philadelphia who is high up in the dope operations got hot nuts for this Sammy gal'}]","usu. of a man, strong sexual desire",compound,hot nuts,1930,‘Mme. Dora in “Strictly Business”’ [comic strip] in Come on baby [...] I got hot from de nuts,2004,A couple of years ago some guy in Philadelphia who is high up in the dope operations got hot nuts for this Sammy gal,hot
1980s,"{'@first': 'yes', 'date': '1980', 'tit': 'AS', 'num': '202', '#text': 'LV I ain’t scared of nothing, not with no gun. Like I got a dozen people off me one day [...] I say [...] ‘Now what do you all youngsters think y’all hot oil, ain’t you?’'}","a self-opinionated person, an important person",compound,hot oil,1980,"LV I ain’t scared of nothing, not with no gun. Like I got a dozen people off me one day [...] I say [...] ‘Now what do you all youngsters think y’all hot oil, ain’t you?’",1980,"LV I ain’t scared of nothing, not with no gun. Like I got a dozen people off me one day [...] I say [...] ‘Now what do you all youngsters think y’all hot oil, ain’t you?’",hot
1940s,"{'@first': 'yes', 'date': '1949', 'aut': 'Monteleone', 'tit': 'Criminal Sl.', 'edn': 'rev. edn'}",the electric chair,compound,hot plate,1949,,1949,,hot
1960s+,"[{'@first': 'yes', 'date': '1972', 'aut': 'B. Rodgers', 'tit': 'Queens’ Vernacular', 'num': '24', 'b': ['hot pockaroo', 'potcharooney'], '#text': 'buttocks  [] (mid ’60s, ?fr Anglicised puka, Haw = hole)'}, {'date': '1989–2003', 'aut': 'R.O. Scott', 'tit': 'Gay Sl. Dict.', '#text': '[Internet]'}]",the buttocks,compound,hot pockaroo,1972,"buttocks  [] (mid ’60s, ?fr Anglicised puka, Haw = hole)",1989,[Internet],hot
1970s+,"[{'@first': 'yes', 'circa': '1972', 'tit': 'Parramatta Jail Gloss.', 'num': '7', 'i': 'hotpoint', '#text': ', put something over someone'}, {'date': '1981', 'tit': 'Macquarie Dict.', 'num': '858/2', 'i': ['hotpoint', 'point', 'hotpointer'], '#text': ', v.t. Prison colloq. to cheat; deceive. Also .–'}]","to fool, to take advantage by trickery; thus , one who does this",compound,hotpoint,1972,", put something over someone",1981,", v.t. Prison colloq. to cheat; deceive. Also .–",hot
20C+,"[{'@first': 'yes', 'date': '1900', 'tit': 'Bulletin', 'num': '24/1', '#text': '(Sydney) 27 Oct. Kinglike was a disappointment, but [...] a slow beginner needs luck to get him into a front place for a Caulfield Cup. The case of Kinglike, the ‘hot pot,’ points the moral, and does not adorn the tale'}, {'@class': 'N331', 'date': '1901', 'tit': 'Bulletin', 'num': '24/1', '#text': '(Sydney) 24 Aug. Three-year-old Leonard (a hot-pot for the Metrop.) was made favorite, and shaped capitally to the distance'}, {'date': '1922', 'tit': 'N&Q', 'num': '206/2', 'i': 'Hot pot', '#text': '23 Sept. , a horse which has been heavily backed'}, {'date': '1945', 'aut': 'Baker', 'tit': 'Aus. Lang.', 'num': '299', '#text': '‘Truth’ has always devoted special attention to sporting news and, as a consequence, has developed racing jargon considerably. [...] A favourite is a hot-pot'}]","in horseracing, the favourite",compound,hot-pot,1900,"(Sydney) 27 Oct. Kinglike was a disappointment, but [...] a slow beginner needs luck to get him into a front place for a Caulfield Cup. The case of Kinglike, the ‘hot pot,’ points the moral, and does not adorn the tale",1945,"‘Truth’ has always devoted special attention to sporting news and, as a consequence, has developed racing jargon considerably. [...] A favourite is a hot-pot",hot
1920s–30s,"{'@first': 'yes', 'date': '1929', 'aut': 'T. Gordon', 'tit': 'Born to Be', 'edn': '1975', 'num': ['100', '235'], '#text': 'A sugar-man came in and demanded money from his hot-pot to gamble with. [Ibid.] I must keep on with the [...] writers, bull-dikers, hoboes, faggots, bankers, sweetbacks, hotpots and royalty'}",a sexually promiscuous woman,compound,hot-pot,1929,"A sugar-man came in and demanded money from his hot-pot to gamble with. [Ibid.] I must keep on with the [...] writers, bull-dikers, hoboes, faggots, bankers, sweetbacks, hotpots and royalty",1929,"A sugar-man came in and demanded money from his hot-pot to gamble with. [Ibid.] I must keep on with the [...] writers, bull-dikers, hoboes, faggots, bankers, sweetbacks, hotpots and royalty",hot
