chrlbl,citations,definition,part_of_speech,word,first_citation_date,first_citation_text,last_citation_date,last_citation_text,family
19C–1960s,"[{'@class': 'new', '@first': 'yes', 'date': '1907', 'tit': 'Columbia Jrnl', 'num': '6/2', '#text': '(NE) 30 Jan. The senate has passed a measure that its author calls the ‘cat wagon’ bill. It places wagons used for immoral purposes in the same category [etc.]'}, {'@class': 'new', 'date': '1915', 'tit': 'Red Cloud Chief', 'num': '5/4', '#text': '(Webster Co., NE) 2 Dec. Two gentlemen [...] were taken into custody [...] after a shooting affray at a ‘cat wagon’'}, {'date': '1930', 'aut': '‘Dean Stiff’', 'tit': 'Milk and Honey Route', 'num': '163', '#text': 'The ‘cat wagon’ is an ancient institution of the harvest belt. They usually go about, two ladies and a procurer'}, {'date': '1949', 'aut': 'Monteleone', 'tit': 'Criminal Sl.', 'edn': 'rev. edn'}, {'date': '1953', 'aut': 'Randolph & Wilson', 'tit': 'Down in the Holler', 'num': '108', 'i': 'cat-wagons', '#text': 'The vans used by travelling prostitutes are known as'}, {'date': '1963', 'con': '1870s', 'aut': 'Miller & Snell', 'tit': 'Why the West was Wild', 'num': '15', '#text': 'The existence of portable brothels or ‘cat wagons’ [...] seem to have given the military authorities particular trouble'}, {'date': '1986–7', 'tit': 'Maledicta', 'num': '149', 'b': 'cat wagon', '#text': 'IX The original argot of prostitution includes some words and phrases which have gained wider currency and some which have not […] (vehicle used by touring pros)'}]",a travelling brothel,compound,cat wagon,1907,(NE) 30 Jan. The senate has passed a measure that its author calls the ‘cat wagon’ bill. It places wagons used for immoral purposes in the same category [etc.],1986,IX The original argot of prostitution includes some words and phrases which have gained wider currency and some which have not […] (vehicle used by touring pros),cat
1970s,"{'@first': 'yes', 'date': '1972', 'aut': 'Pearl', 'tit': 'Cops', 'num': '67', 'org': 'HDAS', '#text': 'Driving around in the cat wagon and picking them up in bunches'}",a van used to take prostitutes to prison,compound,cat wagon,1972,Driving around in the cat wagon and picking them up in bunches,1972,Driving around in the cat wagon and picking them up in bunches,cat
1950s–70s,"[{'@first': 'yes', 'date': '1952', 'aut': 'F.C. Brown', 'tit': 'North Carolina Folklore', 'num': '525', 'i': 'Catface', '#text': '1  [...] A wrinkle or pucker in clothing ironed when too dry'}, {'@class': 'us', 'date': '1969', 'aut': 'M. Angelou', 'tit': 'Caged Bird', 'num': '48', '#text': 'I had to iron seven starched shirts and not leave a cat’s face anywhere'}, {'@class': 'us', 'date': '1977', 'aut': 'G. Smitherman', 'tit': 'Talkin', 'num': '258', 'i': 'Cat faces', '#text': ', wrinkles in clothes when ironing them, as in ‘Chile, you call yo’self done iron this, with all these cat faces in it?’'}]",a wrinkle in one’s clothing,compound,catface,1952,1  [...] A wrinkle or pucker in clothing ironed when too dry,1977,", wrinkles in clothes when ironing them, as in ‘Chile, you call yo’self done iron this, with all these cat faces in it?’",cat
1900s–30s,"[{'@first': 'yes', 'date': '1905', 'aut': 'L. Pound', 'tit': 'DN', 'num': '60', 'b': ['catfit', 'catnip-fit'], 'i': ['n', 'conniption fit'], '#text': '‘Dialect Speech in Nebraska’ in  III:i , , . Same as'}, {'date': '1907', 'aut': 'W. Lillibridge', 'tit': 'Where The Trail Divides', 'num': '110', 'org': 'DA', '#text': 'Mary’d have a cat-fit if she knew'}, {'date': '1934', 'con': '1920s', 'aut': 'J.T. Farrell', 'tit': ['Young Manhood', 'Studs Lonigan'], 'edn': '1936', 'num': '163', '#text': 'in He’ll throw cat-fits all over the house'}]",a tantrum,compound,cat-fit,1905,"‘Dialect Speech in Nebraska’ in  III:i , , . Same as",1934,in He’ll throw cat-fits all over the house,cat
None,"{'@class': 'new', '@first': 'yes', 'date': '1900', 'tit': 'Eve. Teleg.', 'num': '3/6', '#text': '(Dundee) 1 Sept. The language of the London East-end pub [...] ‘Cat flaps’ and ‘Wet Quakers’ — Drinkers of diluted stuff'}",weak or diluted spirits,compound,catflap,1900,(Dundee) 1 Sept. The language of the London East-end pub [...] ‘Cat flaps’ and ‘Wet Quakers’ — Drinkers of diluted stuff,1900,(Dundee) 1 Sept. The language of the London East-end pub [...] ‘Cat flaps’ and ‘Wet Quakers’ — Drinkers of diluted stuff,cat
1990s+,"{'@class': 'uk', '@first': 'yes', 'date': '1998', 'aut': 'M. Walker', 'tit': 'ScotsGay Mag.', '#text': '‘The Nice Bit’ in  Issue 22 [Internet] Who actually likes the terms ‘gay’ or ‘lesbian’ or ‘bisexual’ or ‘transgender’ or ‘straight’ anyway. Do you prefer ‘queer’ or ‘dyke’ or ‘catflap’?'}",a bisexual person,compound,catflap,1998,‘The Nice Bit’ in  Issue 22 [Internet] Who actually likes the terms ‘gay’ or ‘lesbian’ or ‘bisexual’ or ‘transgender’ or ‘straight’ anyway. Do you prefer ‘queer’ or ‘dyke’ or ‘catflap’?,1998,‘The Nice Bit’ in  Issue 22 [Internet] Who actually likes the terms ‘gay’ or ‘lesbian’ or ‘bisexual’ or ‘transgender’ or ‘straight’ anyway. Do you prefer ‘queer’ or ‘dyke’ or ‘catflap’?,cat
late 18C–19C,"[{'@first': 'yes', 'date': ['1785', '1788', '1796'], 'aut': 'Grose', 'tit': 'Classical Dict. of the Vulgar Tongue', 'num': 'n.p.', 'scaps': 'Cat lap', '#text': ', tea'}, {'date': '1809', 'aut': 'G. Andrewes', 'tit': 'Dict. Sl. and Cant'}, {'date': '1811', 'tit': 'Lex. Balatronicum', '#text': '[as cit. 1785]'}, {'date': '1824', 'aut': 'R.B. Peake', 'tit': 'Americans Abroad', 'num': 'II iii', 'i': 'catlap', '#text': 'I can’t say I like your  as we call it in our parts'}, {'date': '1837', 'aut': 'R.B. Peake', 'tit': 'A Quarter to Nine', 'num': 'Act I', 'i': 'sees the tea equipage', '#text': '(.) What is that I behold? [...] what your brother Jonathan calls ‘your catlap and cow-juice’'}, {'@class': 'new', 'date': '1851', 'aut': 'R.S. Surtees', 'tit': 'Young Tom Hall', 'edn': '1926', 'num': '73', '#text': 'We’ll have a light breakfast here — slops (catlap, you know) and so on — then drive there and have a regular tuck-out'}, {'@class': 'new', 'date': '1851', 'aut': 'R.S. Surtees', 'tit': 'Young Tom Hall', 'edn': '1926', 'num': '99', '#text': 'Which is the way to the cat-lap shop? [...] The cat-lap shop — the breakfast-room, to be sure'}, {'date': '1863', 'aut': 'M.E. Braddon', 'tit': 'Aurora Floyd', 'num': '77', '#text': 'II ‘I’ve mashed the tea for ’ee,’ said the ‘Softy’; ‘I thought you’d like a coop.’ The trainer shrugged his shoulders. ‘I can’t say I’m particular attached to the cat-lap,’ he said, laughing'}, {'date': '1888', 'aut': 'H. King', 'tit': 'Savage London', 'num': '148', '#text': 'We won’t have no weak cat-lap to-night, Bell. The tea on the hob there is made rare and strong'}, {'ante': '1909', 'aut': 'J. Ware', 'tit': 'Passing Eng. of the Victorian Era', 'num': '66/2', '#text': 'press cutting in A vast crowd, but not much animation; plenty of card tables, but few players; no supper, but plenty of soup; also ‘catlap’ in abundance'}, {'@class': 'new', 'date': '1933', 'tit': 'Taunton Courier', 'num': '10/2', '#text': '26 Apr. Cat-lap — Tea'}]","tea or coffee; thus  shop, a breakfast room",compound,cat-lap,"['1785', '1788', '1796']",", tea",1933,26 Apr. Cat-lap — Tea,cat
19C,"[{'@first': 'yes', 'date': '1833', 'aut': 'J. Nyren', 'tit': 'Cricketers of My Time', 'edn': '1902', 'num': '96', 'i': ['Ponche à la Romaine', 'Ponche à la Groseille'], '#text': 'Punch! — not your new , or , or your modern cat-lap milk punch — punch be-devilled, but good, unsophisticated John Bull stuff'}, {'date': '1860', 'aut': 'Hotten', 'tit': 'Dict. of Modern Sl. etc.', 'edn': '2nd edn'}, {'@class': 'N331', 'date': ['1864', '1867', '1870'], 'aut': 'Hotten', 'tit': 'Sl. Dict.'}, {'date': '1873', 'tit': 'Sl. Dict.'}, {'date': '1889', 'tit': 'Punch', 'aut': 'P. Marks', 'edn': '2006', 'num': '136', '#text': '‘’Arry on the Battle of Life’ in  21 Sept. in Says he, ‘Is it lotion or catlap?’'}, {'@class': 'new', 'date': '1906', 'tit': 'N.Y. Tribune', 'num': '42/2', '#text': '25 Nov. Weak tea is unpalatable; so he styles it cat lap'}]","any form of weak drink, incl. watered-down alcohol",compound,cat-lap,1833,"Punch! — not your new , or , or your modern cat-lap milk punch — punch be-devilled, but good, unsophisticated John Bull stuff",1906,25 Nov. Weak tea is unpalatable; so he styles it cat lap,cat
19C,"[{'@first': 'yes', 'date': '1823', 'aut': '‘Jon Bee’', 'tit': 'Dict. of the Turf, the Ring, the Chase, etc.'}, {'@class': 'new18D', 'date': '1840', 'tit': 'Flash Mirror', 'num': '19', '#text': 'Out-and-out cat lap is serv’d out in regular tin conweyancers by the imperial kevart [...] Any swell covess that sluices in warm cat-lap, may hear of a buyer who will [...] take it away'}, {'date': '1858', 'aut': 'A. Mayhew', 'tit': 'Paved with Gold', 'num': '280', '#text': 'He ought to have stuck in a few squeakers climbing up dad’s knee while he’s gorging his cat-lap and pannam'}, {'date': '1898', 'aut': 'Binstead & Wells', 'tit': 'Pink ’Un and Pelican', 'num': '151', '#text': 'We haven’t done a milkman yet. Who keeps the old man in cat-lap?'}, {'@class': 'new', 'date': '1905', 'tit': 'Minneapolis Jrnl', 'num': '28/1', '#text': '(MN) 15 Dec. If your babe screams fire at night, it might be well to see what the milkman is doing to his little cat-lap'}]",milk,compound,cat-lap,1823,,1905,"(MN) 15 Dec. If your babe screams fire at night, it might be well to see what the milkman is doing to his little cat-lap",cat
1930s,"{'@first': 'yes', 'date': '1934', 'aut': 'J. Franklyn', 'tit': 'This Gutter Life', 'num': '164', '#text': 'My God, Jerry, it’s awful, having a cat’s lick in a basin!'}","a casual, perfunctory wash",compound,cat-lick,1934,"My God, Jerry, it’s awful, having a cat’s lick in a basin!",1934,"My God, Jerry, it’s awful, having a cat’s lick in a basin!",cat
1940s–60s,"[{'@first': 'yes', 'date': '1962', 'aut': 'P. Crump', 'tit': 'Burn, Killer, Burn!', 'num': '110', '#text': 'That’s what all you catmen say'}, {'date': '1965', 'con': '1940s', 'aut': 'Malcolm X', 'tit': 'Autobiog.', 'edn': '1968', 'num': '177', '#text': 'You couldn’t imagine a known cat-man thief regularly exposing himself as one of the most popular people in [the bar]'}]",a cat burglar,compound,cat-man,1962,That’s what all you catmen say,1965,You couldn’t imagine a known cat-man thief regularly exposing himself as one of the most popular people in [the bar],cat
2000s,"{'@first': 'yes', 'date': '2000', 'tit': 'Other Side of the Wall: Prisoner’s Dict.', '#text': 'July [Internet] Cat Nap: Relatively short sentence'}",a relatively short sentence,compound,cat-nap,2000,July [Internet] Cat Nap: Relatively short sentence,2000,July [Internet] Cat Nap: Relatively short sentence,cat
1930s–40s,"[{'@first': 'yes', 'date': '1938', 'aut': 'J.E. Hoover', 'tit': 'Persons in Hiding', 'num': '178', '#text': 'By this time the back or ‘cat’ roads used by bank robbers were choked with snow'}, {'date': '1940', 'aut': 'W.R. Burnett', 'tit': ['High Sierra', 'Four Novels'], 'edn': '1984', 'num': '314', '#text': 'in We never used anything but the cat roads on a get-away and they had mud two feet deep on ’em'}]",a back road,compound,cat road,1938,By this time the back or ‘cat’ roads used by bank robbers were choked with snow,1940,in We never used anything but the cat roads on a get-away and they had mud two feet deep on ’em,cat
1920s,"[{'@first': 'yes', 'date': '1923', 'aut': 'T.A. Dorgan', 'src': 'Zwilling', 'tit': 'TAD Lex.', 'edn': '1993', 'num': '25', '#text': 'in You say you heard the story of the flounder’s head? Yep — it’s the cat’s'}, {'date': '1926', 'aut': 'F.W. Pollock', 'tit': 'AS', 'num': '145', '#text': '‘The Current Expansion of Sl.’ in  II:3 The approbative ‘She’s the cat’s,’ and its variations'}, {'date': '1929', 'aut': 'H.W. Brecht', 'tit': 'Downfall', 'num': '73', '#text': 'Gee, Dick, that’s the cat’s'}, {'date': '1968–70', 'tit': 'Current Sl.', 'edn': 'Cumulation Issue', 'num': '125', '#text': 'III–IV The cat’s adj. interesting; superior'}, {'@class': 'N331', 'date': '1969', 'tit': 'Current Sl.', 'num': '16', 'i': 'The cat’s', '#text': 'IV:1 , adj. Interesting; superior'}]","anything exceptional, superlative",compound,cat’s,1923,in You say you heard the story of the flounder’s head? Yep — it’s the cat’s,1969,"IV:1 , adj. Interesting; superior",cat
,"[{'@first': 'yes', 'date': '1962', 'aut': 'E. Stephens', 'tit': 'Blow Negative!', 'num': '228', '#text': '‘Where did you have an art professor, Lydia?’ ‘Radcliffe.’ ‘What?’ ‘Isn’t that the cat’s balls?’'}, {'date': '1978', 'aut': 'S. Shem', 'tit': 'House of God', 'num': '127', '#text': 'Howard, who knew that being a doc really was the cat’s balls after all'}, {'@class': 'new us', 'date': '1982', 'aut': 'R. Delgado', 'tit': 'Best Short Plays', 'num': '152', '#text': ""(ed.) Denis: Unbelievable! Marvelous! Sammy: Now isn’t that the cat's balls —""}]","anything exceptional, superlative",compound,cat’s balls,1962,"‘Where did you have an art professor, Lydia?’ ‘Radcliffe.’ ‘What?’ ‘Isn’t that the cat’s balls?’",1982,(ed.) Denis: Unbelievable! Marvelous! Sammy: Now isn’t that the cat's balls —,cat
1930s–40s,"[{'@class': 'new17B', '@first': 'yes', 'date': '1935', 'tit': 'Democrat & Chron.', 'num': '134/4', '#text': '(Rochester, NY) 1 July I wonder if it might not be a blessing [...] if more people had what might be called ‘cat sense’'}, {'date': '1965', 'con': '1930s', 'aut': 'R. Wright', 'tit': 'Lawd Today', 'num': '125', '#text': 'That woman ain’t got cat sense!'}]","common sense, intelligence",compound,cat sense,1935,"(Rochester, NY) 1 July I wonder if it might not be a blessing [...] if more people had what might be called ‘cat sense’",1965,That woman ain’t got cat sense!,cat
late 17C,"[{'@class': 'uk', '@first': 'yes', 'date': '1675', 'aut': 'W. Penn', 'tit': 'England’s Present Interest Discouer’d', 'num': '40', 'i': 'Cat’s Foot', '#text': 'It is the Interest of Governours to be put upon no Thankless offices [...] not to be the'}, {'date': '1699', 'aut': 'B.E.', 'tit': 'Dict. Canting Crew', 'num': 'n.p.', 'i': 'Tool', '#text': '[...] the Creature of any Cause or Faction; a meer Property or Cat’s Foot'}]",a dupe,compound,cat’s foot,1675,It is the Interest of Governours to be put upon no Thankless offices [...] not to be the,1699,[...] the Creature of any Cause or Faction; a meer Property or Cat’s Foot,cat
1940s–70s,"[{'@first': 'yes', 'date': '1971', 'aut': 'D. Ireland', 'tit': 'Unknown Industrial Prisoner', 'num': '143', '#text': 'These men are trained for years, they know more than us, they’re bent over books and calculus and things we’ve never heard of while we’re out cat-shagging around and learning to get on the piss'}, {'date': '1977', 'con': '1941', 'aut': 'R. Beilby', 'tit': 'Gunner', 'num': '248', '#text': 'Now, let’s stop cat-shagging about and get started'}]",to fool around,compound,cat-shag,1971,"These men are trained for years, they know more than us, they’re bent over books and calculus and things we’ve never heard of while we’re out cat-shagging around and learning to get on the piss",1977,"Now, let’s stop cat-shagging about and get started",cat
mid-18C,"{'@first': 'yes', 'date': '1747', 'tit': 'Life and Character of Moll King', 'num': '11', '#text': 'Let me see, There’s a Grunter’s Gig, is a Si-Buxom; two Cat’s Heads, a Win [etc.]'}",a halfpenny roll of bread,compound,cat’s head,1747,"Let me see, There’s a Grunter’s Gig, is a Si-Buxom; two Cat’s Heads, a Win [etc.]",1747,"Let me see, There’s a Grunter’s Gig, is a Si-Buxom; two Cat’s Heads, a Win [etc.]",cat
early 19C,"[{'@first': 'yes', 'date': '1811', 'tit': 'Lex. Balatronicum'}, {'date': '1823', 'aut': 'Egan', 'tit': 'Grose’s Classical Dict. of the Vulgar Tongue'}]",the female breast,compound,cat’s head,1811,,1823,,cat
1980s+,"[{'@first': 'yes', 'date': '1983', 'aut': 'N. Heard', 'tit': 'House of Slammers', 'num': '121', '#text': 'That’s a crock [...] a stinking, full-to-the-brim crock of unburied cat shit'}, {'date': '1983', 'aut': 'J. Flaherty', 'tit': 'Tin Wife', 'num': '65', '#text': 'I wouldn’t ask you to do something terrible. This is catshit. Forget the punk'}, {'date': '2005', 'aut': 'Gina', 'tit': 'www.xanga.com', '#text': 'at  16 Oct. [Internet] Paris stole marykates bf, and i’m not too happy about that. But i reckon if a catshit chick steals ur shipping heir its not that bad, and thats just what paris is. catshit'}]","lit. cat excrement, a disgusting or objectional circumstance or individual; also attrib",compound,catshit,1983,"That’s a crock [...] a stinking, full-to-the-brim crock of unburied cat shit",2005,"at  16 Oct. [Internet] Paris stole marykates bf, and i’m not too happy about that. But i reckon if a catshit chick steals ur shipping heir its not that bad, and thats just what paris is. catshit",cat
1990s+,"{'@first': 'yes', 'date': '1991', 'aut': 'W.T. Vollmann', 'tit': 'Whores for Gloria', 'num': '37', '#text': 'Man don’t bother me with input and that catshit like some beady-eyed chaplain'}",nonsense,compound,catshit,1991,Man don’t bother me with input and that catshit like some beady-eyed chaplain,1991,Man don’t bother me with input and that catshit like some beady-eyed chaplain,cat
mid-19C,"{'@first': 'yes', 'date': '1857', 'aut': 'T. Hughes', 'tit': 'Tom Brown’s School-days', 'edn': '1896', 'num': '78', '#text': 'Tom is arrayed [...] in a regulation cat-skin at seven-and-sixpence'}",a second-rate silk hat,compound,cat-skin,1857,Tom is arrayed [...] in a regulation cat-skin at seven-and-sixpence,1857,Tom is arrayed [...] in a regulation cat-skin at seven-and-sixpence,cat
mid-19C,"{'@class': 'new17B', '@first': 'yes', 'date': '1861', 'tit': 'Islington Gaz.', 'num': '3/4', '#text': '16 Nov. ‘Remember the day on which the defendant first appeared in his cat skin-hat’'}",a military busby or ‘bearskin’,compound,cat-skin,1861,16 Nov. ‘Remember the day on which the defendant first appeared in his cat skin-hat’,1861,16 Nov. ‘Remember the day on which the defendant first appeared in his cat skin-hat’,cat
1970s+,"[{'@first': 'yes', 'date': '1970', 'aut': 'C. Brown', 'tit': 'Down All the Days', 'num': '26', '#text': 'They dipped thick cuts of dry bread and the hard ‘heels’ of loaves which were also called ‘catskins’'}, {'date': '1995', 'aut': 'P. O’Keeffe', 'tit': 'Down Cobbled Streets, A Liberties Childhood', 'num': '71', '#text': 'Secretly I liked the rubbery feel of the catskin, but as often as not it was a slice which my mother discarded'}]",the outer crust or end of a loaf of bread,compound,cat-skin,1970,They dipped thick cuts of dry bread and the hard ‘heels’ of loaves which were also called ‘catskins’,1995,"Secretly I liked the rubbery feel of the catskin, but as often as not it was a slice which my mother discarded",cat
