chrlbl,citations,definition,part_of_speech,word,first_citation_date,first_citation_text,last_citation_date,last_citation_text,family
2000s,"{'@first': 'yes', 'date': '2003', 'aut': 'McGill', 'tit': 'Reed Dict. of N.Z. Sl.'}",a form of sausage,compound,dogcock,2003,,2003,,dog
mid-19C+,"[{'@class': 'uk', '@first': 'yes', 'date': '1861', 'tit': 'Temple Bar', 'num': '386', '#text': 'I He is acquainted with [...] the clerical High-Church nephew who wears a stiff-starched dog-collar instead of a cravat'}, {'date': '1869', 'aut': 'W. Bradwood', 'tit': 'O.V.H.', 'num': '169', '#text': 'II Choked in a white tie and dog-collar'}, {'@class': 'new', 'date': '1876', 'tit': 'Interior Jrnl', 'num': '1/5', '#text': '(Stanford, KY) 4 Aug. Wear no perpetual dog-collar [...] Support no scoundrelism'}, {'date': '1883', 'aut': 'E.C. Grenville-Murray', 'tit': 'People I have Met', 'num': '42', '#text': 'The dog-collar which rose above the black cloth was of spotless purity'}, {'date': '1930', 'con': '1910s', 'aut': 'D. Mackenzie', 'tit': 'Hell’s Kitchen', 'num': '137', '#text': 'I [...] garbed myself in a ‘dog collar’ and silk stock'}, {'@class': 'N331', 'date': '1938', 'aut': 'L. Ortzen', 'tit': 'Down Donkey Row', 'num': '158', '#text': 'The bloke in the dog collar, the currant or priest or whatever'}, {'date': '1944', 'aut': 'C. Fluck', 'tit': '‘Bubbles’ of the Old Kent Road', 'num': '5', '#text': 'I am no saint. I wear no dog collar or uniform'}, {'@class': 'N331', 'date': '1947', 'aut': 'A. Delius', 'tit': 'Young Traveller in S. Afr.', 'num': '109', '#text': 'There was a very excited welcome for the Predikant, who didn’t wear the ‘dog-collar’'}, {'date': '1952', 'aut': 'C. Harris', 'tit': 'Death of a Barrow Boy', 'num': '149', '#text': 'An afternoon at Lords was not much in his line [...] the linen-frocked, the dog-collared and the panama-hatted'}, {'date': '1979', 'aut': 'D. Maitland', 'tit': 'Breaking Out', 'num': '85', '#text': 'He slowly removed his white dog-collar'}, {'date': '1981', 'aut': 'C. Hope', 'tit': 'Separate Development', 'num': '83', '#text': 'Splendid in his new, black, clerical walking-out suit and gleaming dog-collar'}, {'@class': 'N331', 'date': '1989', 'con': '1956', 'aut': 'P. Theroux', 'tit': 'My Secret Hist.', 'edn': '1990', 'num': '33', '#text': 'The speaker was a short grey-faced man in a stiff dog-collar'}, {'date': '1995', 'aut': 'A. Higgins', 'tit': 'Donkey’s Years', 'num': '149', '#text': 'Whereupon the Razz [...] had torn off his dog-collar, spat on his hands, squared up to the impertinent anti-Christ'}]",the reversed collar worn by clergymen; thus  adj,compound,dog-collar,1861,I He is acquainted with [...] the clerical High-Church nephew who wears a stiff-starched dog-collar instead of a cravat,1995,"Whereupon the Razz [...] had torn off his dog-collar, spat on his hands, squared up to the impertinent anti-Christ",dog
late 19C+,"{'@class': 'uk', '@first': 'yes', 'date': '1890', 'tit': 'Daily News', 'num': '9/1', '#text': '9 June Another lady wore [...] a dog collar of pearls and diamonds'}",a choker necklace,compound,dog-collar,1890,9 June Another lady wore [...] a dog collar of pearls and diamonds,1890,9 June Another lady wore [...] a dog collar of pearls and diamonds,dog
1910s+,"[{'@first': 'yes', 'date': '1914', 'aut': 'E. Pugh', 'tit': 'Cockney At Home', 'num': '260', '#text': 'And I like him to sound his aitches [...] and not to get purple in the face when he calls for me in the dog days'}, {'date': ['1960', '1975'], 'aut': 'Wentworth & Flexner', 'tit': 'DAS', 'num': '153/2', 'b': 'dog days', '#text': 'the days when a woman is menstruating'}, {'date': '1972', 'aut': 'Dahlskog', 'tit': 'Dict. Contemp. and Colloq. Usage'}, {'date': '1989', 'aut': 'H. Rawson', 'tit': 'Dict. of Invective', 'edn': '1991', 'num': '121', 'i': 'dog days', '#text': 'If a woman is said to be in her , then she is menstruating. The idea is that she is especially bitchy at this time'}]",a menstrual period,compound,dog-days,1914,And I like him to sound his aitches [...] and not to get purple in the face when he calls for me in the dog days,1989,"If a woman is said to be in her , then she is menstruating. The idea is that she is especially bitchy at this time",dog
1910s+,"[{'@first': 'yes', 'date': '1912', 'aut': 'C. McKay', 'tit': 'Constab Ballads', 'num': '37', '#text': '[song title] De Dog-Driver’s Frien’'}, {'date': '1977', 'aut': 'D. Powis', 'tit': 'Signs of Crime', 'num': '181', '#text': 'Dog driver Policeman, used in an insulting or contemptuous context (West Indian)'}]",a police officer,compound,dog-driver,1912,[song title] De Dog-Driver’s Frien’,1977,"Dog driver Policeman, used in an insulting or contemptuous context (West Indian)",dog
None,"[{'@first': 'yes', 'date': '1935', 'aut': 'M. Harrison', 'tit': 'Spring in Tartarus', 'num': '298', '#text': 'He had given up relying on the arduous collecting of ‘dogs’ (as the ends are called), from public highways'}, {'date': '1938', 'aut': 'J. Curtis', 'tit': 'They Drive by Night', 'num': '17', '#text': 'He had no more dog-ends in his pockets'}, {'date': '1958', 'con': '1940s', 'aut': 'B. Behan', 'tit': 'Borstal Boy', 'num': '198', '#text': 'Dog-ends on you, Paddy'}, {'date': '1965', 'aut': 'E. Bond', 'tit': 'Saved', 'num': 'Scene vi', '#text': '’Oo’s bin chuckin’ big dog ends? [...] ’Ardly bin lit'}, {'date': '1972', 'aut': 'Galton & Simpson', 'tit': 'Steptoe and Son', '#text': '‘The Desperate Hours’  [TV script] I’ve got some dog ends you can roll up'}, {'date': '1976', 'aut': 'R. Barnes', 'tit': 'Coronation Cups and Jam Jars', 'num': '139', '#text': '(ref. to1940s) I used to put the kettle on, make a cuppa and light one of Mum’s dog ends'}, {'date': '1988', 'aut': 'J. Healy', 'tit': 'Grass Arena', 'edn': '1990', 'num': '31', '#text': 'They seemed to be kinky about tobacco and anyone caught with even a dog-end would get a good beating'}, {'date': '1998', 'aut': 'G. Burn', 'tit': 'Happy Like Murderers', 'num': '339', '#text': 'He’d screw up the dog-ends and put them in his donkey-jacket pocket'}, {'@class': 'N331', 'date': '1999', 'tit': 'Indep. on Sun.', 'num': '8', '#text': 'Culture 26 Sept. The ashtray overflowing with dog-ends'}, {'date': '2000', 'tit': 'Guardian', 'num': '13', '#text': 'G2 13 June Ray eyeing up dog-ends as though there were some answer in their alignment'}, {'@class': 'new N331', 'date': '2010', 'aut': 'K. Richards', 'tit': 'Life', 'num': '46', '#text': 'Gus gave me my first dog-end to smoke'}, {'@class': 'new', 'date': '2012', 'aut': 'J. Fagan', 'tit': 'Panopticon', 'edn': '2013', 'num': '250', '#text': 'My mouth tastes like dog-ends'}]","the last fraction of a cigarette; thus phr. , please give me the last fraction of your cigarette",compound,dog (end),1935,"He had given up relying on the arduous collecting of ‘dogs’ (as the ends are called), from public highways",2012,My mouth tastes like dog-ends,dog
1940s,"{'@first': 'yes', 'date': '1941', 'aut': 'G. Kersh', 'tit': 'They Die with Their Boots Clean', 'num': '186', '#text': 'There is a kind of closet containing a bar scarcely more than three feet long. This dog-end of a space belongs to the group'}","in fig. use, anything small or insignificant",compound,dog (end),1941,There is a kind of closet containing a bar scarcely more than three feet long. This dog-end of a space belongs to the group,1941,There is a kind of closet containing a bar scarcely more than three feet long. This dog-end of a space belongs to the group,dog
mid-19C,"[{'@class': 'edited', '@first': 'yes', 'date': '1858', 'tit': 'Stirling Observer', 'num': 'n.p.', '#text': '22 Apr. There are many young men who seem to consider it essential to manliness that they should be masters of slang [...] but this dog-English [is] threatening the entire extinction of genuine English!'}, {'@class': 'edited us', 'date': '1868', 'aut': 'G.W. Moon', 'tit': 'Dean’s Eng.', 'num': 'xiv', '#text': 'We speak of ‘dog-Latin’; what more appropriate name than ‘dog-English’ could be given to ungentlemanly language like this and how could we better serve the interests of literature than by hooting all such ‘dog-English’ out of society?'}]","illiterate, ungrammatical English; slang",compound,dog-English,1858,22 Apr. There are many young men who seem to consider it essential to manliness that they should be masters of slang [...] but this dog-English [is] threatening the entire extinction of genuine English!,1868,We speak of ‘dog-Latin’; what more appropriate name than ‘dog-English’ could be given to ungentlemanly language like this and how could we better serve the interests of literature than by hooting all such ‘dog-English’ out of society?,dog
late 19C+,"[{'pre': '1700', 'aut': 'M. Pix', 'tit': 'Beau Defeated', 'num': 'II i', '#text': 'Heark-yee, you Sneak-nose, Hounds-face, you have Affronted my Master]'}, {'@first': 'yes', 'date': '1870', 'aut': 'E. Greey', 'tit': 'Queen’s Sailors', 'num': '90', '#text': 'III You precious half-starved, dog-faced, greasy-looking miserables, what are you kow-towing there for?'}, {'@class': 'new', 'date': '1888', 'tit': 'N. Devon Jrnl', 'num': '2/5', '#text': '12 Jan. The prisoner [was] coarsely abusing him in an undertone, such words as ‘dog-face’ and ‘d— rogue’ being occasionally audible'}, {'date': '1921', 'aut': 'Dos Passos', 'tit': 'Three Soldiers', 'num': '401', '#text': 'We all call her the dawg-faced girl'}, {'date': '1935', 'aut': 'J. Conroy', 'tit': 'World to Win', 'num': '238', '#text': 'Now I’ll find Dogface and sock ’im so hard his shirt tail ’ll roll up his back like a window blind'}, {'date': '1949', 'aut': 'R. Park', 'tit': 'Poor Man’s Orange', 'num': '41', '#text': 'Motty waved her soapy paw like a sceptre at her father and said, ‘Dogface!’'}, {'@class': 'N331', 'date': '1950s', 'tit': 'Oh Boy!', 'num': '8', '#text': 'No. 13 Out of my way dogface – sorry I mean fishface!'}, {'@class': 'N331', 'date': '1952', 'aut': 'J. Jones', 'tit': 'From Here to Eternity', 'edn': '1998', 'num': '779', '#text': '‘Who was he?’ Georgette said. ‘Just a dogface,’ he said'}, {'date': '1953', 'aut': 'W. Eyster', 'tit': 'Far from the Customary Skies', 'num': '127', '#text': 'Push them around like a dog face, handle them like a bus driver'}, {'@class': 'N331', 'date': ['1960', '1975'], 'aut': 'Wentworth & Flexner', 'tit': 'DAS', 'num': '153/2', 'b': 'dogface', '#text': 'An ugly boy'}, {'date': '1963', 'aut': 'T.I. Rubin', 'tit': 'Sweet Daddy', 'num': '8', '#text': 'in This here big party we ran. I invited only the local dog faces [...] just dog-faced chicks'}, {'@class': 'N331', 'date': '1971', 'con': '1930s–50s', 'aut': 'D. Wells', 'tit': 'Night People', 'num': '117', 'i': 'Dog face', '#text': '. An ugly face'}, {'date': '1976', 'aut': 'E. Dahlberg', 'tit': 'Olive of Minerva', 'num': '144', '#text': 'Your dog-faced truisms'}, {'date': '1977', 'aut': 'S. Berkoff', 'tit': ['East', 'Decadence and Other Plays'], 'edn': '1985', 'num': '49', '#text': 'in Put the boot in with shrieks of ‘bollocks, slerp! Dog face and fucking hell’'}, {'date': '1987', 'tit': 'N.Y. Times', 'num': 'n.p.', 'org': 'R', '#text': '6 Feb. She [...] referred to two of his most ardent supporters as Dog Face and Ham Hocks'}, {'date': '2004', 'tit': 'Guardian', 'num': '24', '#text': '14 Dec. Dogfaced gits!'}]","an unpleasant person; a term of abuse; thus adjs. , , stupid-looking, ugly",compound,dogface,1700,"Heark-yee, you Sneak-nose, Hounds-face, you have Affronted my Master]",2004,14 Dec. Dogfaced gits!,dog
1930s+,"[{'@first': 'yes', 'date': '1930', 'tit': 'Our Army', 'num': '27', '#text': 'in  Dec. These guys are dawg faced soldiers / The same as me an’ you'}, {'date': '1939', 'tit': 'Army and Navy Register', 'num': '3/2', '#text': '(US) 18 Nov. A ‘Dogface’ is a soldier in the Regular Army'}, {'@class': 'N331', 'date': '1944', 'aut': 'H.B. Hersey', 'tit': 'G.I. Laughs', 'num': '156', '#text': 'Sooner or later, in the life of every dogface, there comes one of those major horrors'}, {'@class': 'N331', 'date': '1947', 'aut': 'D.W. Hamilton', 'tit': 'AS', 'num': '56', 'i': 'Give a dogface a new rope to hang himself and he’d still bitch', '#text': '‘Pacific War Lang.’ in  XXII:1 Feb. . A reference to the infantryman’s continual gripe'}, {'date': '1949', 'con': '1943–5', 'aut': 'A. Murphy', 'tit': 'To Hell and Back', 'edn': '1950', 'num': '30', '#text': 'Please let me be a dogface. I’m a fightin’ fool.'}, {'@class': 'N331', 'date': '1953', 'aut': 'L. Uris', 'tit': 'Battle Cry', 'edn': '1964', 'num': '43', '#text': 'Stop thinking about that broad. Some dogface is probably in her britches'}, {'date': '1958', 'con': '1950', 'aut': 'E. Frankel', 'tit': 'Band of Brothers', 'num': '26', '#text': 'You know that. And I know it. And every marine and dogface around here knows it'}, {'@class': 'N331', 'date': '1962', 'con': '1940s', 'aut': 'G. Mandel', 'tit': 'Wax Boom', 'num': '277', '#text': 'He’s just a dogface like anybody else'}, {'date': '1965', 'con': '1944', 'aut': 'E.M. Nathanson', 'tit': 'Dirty Dozen', 'edn': '2002', 'num': '114', '#text': 'Just another dogfaced sucker'}, {'@class': 'N331', 'date': '1967', 'con': '1950s', 'aut': 'McAleer & Dickson', 'tit': 'Unit Pride', 'edn': '1981', 'num': '273', '#text': 'In an excited jabber the girls told the marines how we’d insulted them. ‘We’ll show these dogfaces,’ one of them said'}, {'@class': 'N331', 'date': '1976', 'aut': 'J. Stanley', 'tit': 'World War III', 'edn': '1979', 'num': '176', 'i': 'Bot Bon Jui', '#text': 'Just about every green dogface hitting the line has heard'}, {'date': '1978', 'con': 'WWII', 'aut': 'T. Sanchez', 'tit': 'Hollywoodland', 'edn': '1981', 'num': '72', '#text': 'If I wasn’t over the hill as a good dogface, what i would give to get a crack at these [...] Jap bastards.'}, {'date': '1988', 'con': 'WWII', 'aut': 'S. Hynes', 'tit': 'Flights of Passage', 'num': '209', '#text': 'In the Army they were called Doggies, which was short of Dog-faces'}, {'@class': 'N331', 'date': '1989', 'aut': 'H. Rawson', 'tit': 'Dict. of Invective', 'edn': '1991', 'num': '121', 'i': 'dogface', '#text': '. (1) An American soldier, especially an infantryman'}, {'date': '1994', 'aut': 'J. Wambaugh', 'tit': 'Finnegan’s Week', 'num': '38', '#text': 'Having served in Korea as a dogface grunt'}, {'date': '2004', 'aut': 'E. Weiner', 'tit': 'Drop Dead, My Lovely', 'edn': '2005', 'num': '75', '#text': 'When the dogface grunts ignore the word from upstairs the system gets FUBAR'}]","a soldier, an infantryman; thus adjs. ,",compound,dogface,1930,in  Dec. These guys are dawg faced soldiers / The same as me an’ you,2004,When the dogface grunts ignore the word from upstairs the system gets FUBAR,dog
1910s+,"[{'@first': 'yes', 'date': '1919', 'aut': 'W.H. Downing', 'tit': 'Digger Dialects', 'num': '19', 'scaps': 'dog fever', '#text': '— A mild form of influenza'}, {'date': '1924', 'con': 'WWI', 'aut': 'A.G. Pretty', 'tit': 'Gloss. of Sl. [...] in the A.I.F. 1921–1924', 'num': 'n.p.', 'scaps': 'dog fever', '#text': '(rev. t/s) . A mild form of influenza'}]",influenza,compound,dog-fever,1919,— A mild form of influenza,1924,(rev. t/s) . A mild form of influenza,dog
late 19C,"[{'@first': 'yes', 'date': '1885', 'tit': 'Bulletin', 'num': '22/1', 'i': 'No, I do not,', '#text': '(Sydney) 17 Oct. ‘And do you [...] take this man for your wedded husband?’ / ‘’ she yelled at the top of her voice. ‘I wouldn’t be seen with him at a dog-fight.’'}, {'date': '1927', 'con': '1914–18', 'aut': 'L. Nason', 'tit': 'Three Lights from a Match', 'num': '37', '#text': '‘Dog fight,’ answered Spike [...] ‘Bunch of Jerry planes meet up with a bunch of ours and they go to it.’'}, {'date': '1934', 'aut': 'D.L. Sayers', 'tit': 'Nine Tailors', 'edn': '1984', 'num': '291', '#text': 'There was every prospect of a legal dogfight'}, {'date': '1947', 'aut': 'C.J. Lovell', 'tit': 'AS', 'num': '90', 'scaps': 'dog-fight. (', 'i': ['OED', 'DAE', 'A Tramp Abroad'], '#text': '(ref. to 1880)  ‘The Background of Mark Twain’s Vocab.’ in  XXII:2 Both the , 1913, and the , 1923, show a transferred sense, ‘general shindy, melee,’ without noting Twain’s similar use, 1880, in the appendix to .)'}, {'date': '1989', 'aut': 'H. Rawson', 'tit': 'Dict. of Invective', 'edn': '1991', 'num': '121', 'i': 'dogfight', '#text': '. A melee, a free-for-all, whether among people, airplanes, or dogs'}]","a fistfight, a brawl",compound,dog-fight,1885,(Sydney) 17 Oct. ‘And do you [...] take this man for your wedded husband?’ / ‘’ she yelled at the top of her voice. ‘I wouldn’t be seen with him at a dog-fight.’,1989,". A melee, a free-for-all, whether among people, airplanes, or dogs",dog
20C+,"{'@first': 'yes', 'date': '2008', 'aut': 'A. Wheatle', 'tit': 'Dirty South', 'num': '71', '#text': 'Red Eyes was a dogheart and he always will be'}",a person who is especially cold and cruel,compound,dog-heart,2008,Red Eyes was a dogheart and he always will be,2008,Red Eyes was a dogheart and he always will be,dog
1920s–30s,"[{'@first': 'yes', 'date': '1934', 'aut': 'J.T. Farrell', 'tit': 'Short Stories', 'edn': '1937', 'num': '225', '#text': '‘The Benefits of American Life’ in In the early dog hours of the mornings when there were scarcely any spectators'}, {'date': '1935', 'con': '1920s', 'aut': 'J.T. Farrell', 'tit': ['Judgement Day', 'Studs Lonigan'], 'edn': '1936', 'num': '699', '#text': 'in She stuck it out through the dog hours of the night'}]",a late-night/early-morning shift,compound,dog hours,1934,‘The Benefits of American Life’ in In the early dog hours of the mornings when there were scarcely any spectators,1935,in She stuck it out through the dog hours of the night,dog
1920s,"[{'@first': 'yes', 'date': '1926', 'aut': 'J.J. Finerty', 'tit': 'Criminalese', 'num': '16', 'i': 'Dog joint', '#text': '— Place where sausages and sandwiches are sold'}, {'date': '1950', 'tit': 'Cornell (University) Alumni News', 'num': '337', 'org': 'W&F', '#text': '1 Apr. Half a century ago, your historian took his meals at Hank Norwood’s dog'}]","a cheap restaurant, a hot dog stand",compound,dog (joint),1926,— Place where sausages and sandwiches are sold,1950,"1 Apr. Half a century ago, your historian took his meals at Hank Norwood’s dog",dog
1970s+,"{'@first': 'yes', 'date': '1980', 'aut': 'E. Folb', 'tit': 'Runnin’ Down Some Lines', 'num': '235', 'b': 'dog juice', '#text': 'Cheap liquor, especially wine'}",cheap liquor or wine,compound,dog juice,1980,"Cheap liquor, especially wine",1980,"Cheap liquor, especially wine",dog
1950s+,"{'@first': 'yes', 'date': '2002', 'aut': 'SOL', 'tit': 'Toledo MudHen Hash House Harriers', '#text': '‘She’ll Be Puffin’ Like a Steam Train When She Cums’ posted on 4 Jan. on  [Internet] She’ll be screaming like a banshee when she cums / She’ll be howling like a she-wolf when she cums / You’ll be dogknotted for an hour when she cums'}",for two lovers to be locked together during intercourse because of a vaginal muscle spasm brought on by a sudden shock,compound,dog-knotted,2002,‘She’ll Be Puffin’ Like a Steam Train When She Cums’ posted on 4 Jan. on  [Internet] She’ll be screaming like a banshee when she cums / She’ll be howling like a she-wolf when she cums / You’ll be dogknotted for an hour when she cums,2002,‘She’ll Be Puffin’ Like a Steam Train When She Cums’ posted on 4 Jan. on  [Internet] She’ll be screaming like a banshee when she cums / She’ll be howling like a she-wolf when she cums / You’ll be dogknotted for an hour when she cums,dog
mid–late 19C,"[{'@first': 'yes', 'date': '1858', 'tit': 'National Intelligencer', 'num': '3/3', 'org': 'DA', '#text': '10 July A large quantity of ‘dog-leg’ tobacco and red pepper is then thrown into the tub'}, {'date': '1861', 'aut': 'R.F. Burton', 'tit': 'City of the Saints', 'num': '101', '#text': 'A large quantity of ‘dog-leg’ tobacco and red pepper is then added'}, {'date': '1864', 'aut': 'T.F. Upson', 'src': 'Winther', 'tit': 'With Sherman to the Sea', 'edn': '1958', 'num': '113', '#text': 'diary 29 May in  He gave me some dog leg tobacco'}, {'date': '1884', 'con': {'i': 'c', '#text': '.1840'}, 'aut': '‘Mark Twain’', 'tit': 'Huckleberry Finn', 'num': '70', '#text': 'I had my pipe en a plug er dog-leg, en some matches in my cap'}, {'date': '1891', 'aut': 'M.E. Ryan', 'tit': 'A Pagan of the Alleghanies', 'num': '25', 'org': 'DA', '#text': 'Then the black-and-tan man treated himself to a fresh chew of ‘dog-leg’'}, {'date': '1906', 'aut': 'A. Adams', 'tit': 'Cattle Brands', '#text': '‘Rangering’ in  [Internet] I’ll bet a twist of dog, [...] that prisoner with the black whiskers sabes English'}]",second-rate tobacco,compound,dog-leg,1858,10 July A large quantity of ‘dog-leg’ tobacco and red pepper is then thrown into the tub,1906,"‘Rangering’ in  [Internet] I’ll bet a twist of dog, [...] that prisoner with the black whiskers sabes English",dog
1940s+,"[{'@first': 'yes', 'date': '1955', 'aut': 'F.B. Vickers', 'tit': 'Mirage', 'edn': '1958', 'num': '248', '#text': 'Monty wants us to get the dog licence – that’s the paper they give you. [...] If we had this paper, me and you could have walked into that pub and stood at the bar all day and none of ’em could have said a word to us.'}, {'date': '1977', 'aut': 'K. Gilbert', 'tit': 'Living Black', 'num': '297', '#text': 'in Before the 1967 referendum, before citizenship, Aborigines could receive these exemption cards — dog certificates — which enabled them to enter a hotel'}, {'date': '1985', 'aut': 'J. Miller', 'tit': 'Koori', 'num': '174', '#text': 'The exemption certificates were regarded by most Kooris as a disgusting form of paternalism and were commonly known as ‘dog licences’. A Koori had to ‘behave’ to get the dog licence'}]",a certificate of exemption from the prohibition of alcohol to Native Australians (under the Aborigines Protection Act 1909–43) that permits them to buy a drink in a hotel,compound,dog licence,1955,"Monty wants us to get the dog licence – that’s the paper they give you. [...] If we had this paper, me and you could have walked into that pub and stood at the bar all day and none of ’em could have said a word to us.",1985,The exemption certificates were regarded by most Kooris as a disgusting form of paternalism and were commonly known as ‘dog licences’. A Koori had to ‘behave’ to get the dog licence,dog
