chrlbl,citations,definition,part_of_speech,word,first_citation_date,first_citation_text,last_citation_date,last_citation_text,family
19C,"[{'@class': 'new', '@first': 'yes', 'pca': '1786', 'aut': 'Grose', 'tit': 'Classical Dict. of the Vulgar Tongue', 'num': 'n.p.', 'u': 'Jack nasty face', '#text': 'ms. additions , a sea expression signifying a common sailor]'}, {'@first': 'yes', 'date': '1823', 'aut': '‘Jon Bee’', 'tit': 'Dict. of the Turf, the Ring, the Chase, etc.', 'num': '103', 'i': 'seen', '#text': 'Jack nasty-face — a dirty fellow, seldom ; but ‘going up Holborn-hill [...] a lady from St. Bartholemew’s took a lee lurch, and threw a ground summerset backwards, when all might plainly discern Jack nasty face’'}]",the vagina,compound,jack nasty face,1786,"ms. additions , a sea expression signifying a common sailor]",1823,"Jack nasty-face — a dirty fellow, seldom ; but ‘going up Holborn-hill [...] a lady from St. Bartholemew’s took a lee lurch, and threw a ground summerset backwards, when all might plainly discern Jack nasty face’",jack
early 18C–mid-19C,"[{'@first': 'yes', 'date': '1719', 'aut': 'D’Urfey', 'tit': 'Pills to Purge Melancholy', 'num': '204', '#text': 'in  I King William [...] made Jack papishes run'}, {'date': '1857', 'aut': 'G. Borrow', 'tit': 'Romany Rye', 'num': '326', '#text': 'I Why, that red-haired Jack Priest, and that idiotic parson'}]",a derog. term for a Roman Catholic,compound,jack papish,1719,in  I King William [...] made Jack papishes run,1857,"I Why, that red-haired Jack Priest, and that idiotic parson",jack
1930s–40s,"{'@first': 'yes', 'date': '1942', 'aut': 'Berrey & Van den Bark', 'tit': 'Amer. Thes. of Sl.', 'num': '414', 'i': 'Jack poke', '#text': 'Listless or slow person. . .'}","a slow, listless person",compound,jack poke,1942,Listless or slow person. . .,1942,Listless or slow person. . .,jack
mid-17C–1910s,"[{'@class': 'uk', '@first': 'yes', 'date': '1648', 'aut': 'C. Walker', 'tit': 'Hist. Independ.', 'num': '21', 'org': 'OED', '#text': 'I The Junto-men, the Hocus-Pocusses, the State-Mountebanks, with their Zanyes and Jack-puddings!'}, {'date': '1654', 'tit': 'Mercurius Fumigosus', 'num': '126', 'i': 'Jack-pudding', '#text': '14 30 Aug.–6 Sept. Her son learnt this Art, when he was a Sea-boy, only was a little since taught some Pretty Tricks by a  neer Lung-Lane'}, {'date': '1664', 'aut': 'Etherege', 'tit': 'Love In A Tub', 'num': 'III iv', 'i': 'Jack-pudding', '#text': 'Sir, in a word, he was  to a Mountebank, And turn’d off for want of wit'}, {'@class': 'N331', 'date': '1668', 'aut': 'Ebsworth', 'tit': 'Bagford Ballads', 'edn': '1878', 'num': '503', 'i': 'Jack Pudding', '#text': '‘Whores’ Petition to the London Prentices’ in II When first by hallowing their Mis-rule was budding, / They’d play the Fools too, as well as'}, {'date': '1672', 'aut': 'Wycherley', 'tit': 'Love in a Wood', 'num': 'I i', '#text': 'But a pox he is a meer Buffoon, a Jack-pudding let me perish'}, {'@class': 'new18C', 'date': '1675', 'tit': 'Fumblers-Hall', 'num': '9', '#text': 'Jone Would-have-more: [He] falls to kissing me, & with a few other Jack Puddings tricks, thinks that sufficient satisfaction'}, {'@class': 'N331', 'date': '1676', 'aut': 'Sir Carr Scroope', 'tit': 'In defence of Satyr', 'num': 'n.p.', 'i': ['Cock-Horse', 'Jack-Pudding', 'May-day-Farce'], '#text': 'To ride a , wear a Scarfe at’s Arse, / And play  in a'}, {'@class': 'new18C', 'date': '1677', 'aut': 'Behn', 'tit': 'Rover', 'num': 'V i', '#text': 'I should not have shew’d my self like a Jack-Pudding, thus to have made you Mirth'}, {'date': '1689', 'aut': 'T. Shadwell', 'tit': 'Bury Fair', 'num': 'II i', 'i': 'Jack Pudding', '#text': 'Yes, he has found Wit in a'}, {'@class': 'N331', 'date': '1692', 'aut': 'R. L’Estrange', 'tit': 'Fables', 'num': '390', 'i': ['Law-Case', 'Jack-Pudding'], '#text': 'Let any Man fancy to Himself, how it would look to put a  to a'}, {'@class': 'N331', 'circa': '1698', 'aut': 'B.E.', 'tit': 'Dict. Canting Crew', 'num': 'n.p.', 'i': 'Orator to a Mountebank', '#text': ', the Doctor’s Decoy who in conjunction with Jack Pudding, amuses, diverts and draws in the Patients'}, {'date': '1698', 'aut': 'N. Ward', 'tit': 'London Spy', 'num': '47', 'i': ['Mountebank', 'Jack-Pudding', 'Country Spectators'], '#text': 'II A  and his  [...] could not give more Content to a Crowd of'}, {'@class': 'N331', 'date': '1703', 'aut': 'J. Malcolm', 'tit': 'Anecdotes of Manners and Customs', 'edn': '1808', 'num': '314', '#text': 'in What strange medley of lewdness has that place not long since afforded! Lords and ladies [...] rope-dancers, jack-puddings and lawyers'}, {'date': '1709', 'aut': 'N. Ward', 'tit': 'Rambling Fuddle-Caps', 'num': '11', '#text': 'The compleatest Jack-pudding that we e’er saw before'}, {'date': '1719', 'aut': 'D’Urfey', 'tit': 'Pills to Purge Melancholy', 'num': '8', 'i': 'Jack Pudding', '#text': 'in  III And what’s  that makes us to Laugh, / Unless he has got a great Custard to quaff'}, {'@class': 'N331', 'date': '1722', 'aut': 'Defoe', 'tit': 'Hist. of Colonel Jack', 'edn': '1723', 'num': '15', 'i': 'Jackpudding,', '#text': 'A white Handkerchief from a Country Wench, as she was staring up at a'}, {'date': '1728', 'aut': 'Swift', 'tit': 'Gulliver Decypher’d', 'num': '46', 'i': ['Jack-pudding', 'Smithfield'], '#text': 'Many a gaping Fellow is entertain’d with the Wit of  in'}, {'date': '1733', 'tit': 'Laugh and Be Fat', 'num': '150', '#text': 'To the Taverns some go / And some to a Show, / See [...] Jack Puddings, For Cuddens'}, {'date': '1741', 'aut': '‘Capt. Samuel Cock’', 'tit': 'Voyage to Lethe', 'num': '24', 'i': ['Englishmen', 'Jack Puddings'], '#text': 'He has likewise a Couple of clumsy  in his Service, who act in the Capacity of'}, {'@class': 'N331', 'date': '1751', 'aut': 'Smollett', 'tit': 'Peregrine Pickle', 'edn': '1964', 'num': '387', '#text': 'I now appear in the world, not as a member of any community, or what is called a social creature, but merely as a spectator, who entertains himself with the grimaces of a Jack-pudding, and banquets his spleen in beholding his enemies at loggerheads'}, {'@class': 'new19C', 'date': '1755', 'tit': 'The Tricks of the Town Laid Open', 'edn': '4 edn', 'num': '36', 'i': ['Farces', 'Drolls', 'Jack-Pudding'], '#text': 'They [i.e. actors] had best take Care that by their  and , and their  Tricks, they don’t at last pull their Houses upon their Heads'}, {'date': '1757', 'aut': 'Foote', 'tit': ['Author', 'Works'], 'edn': '1799', 'num': '157', '#text': 'in  I A jack-pudding! that takes fillips on the nose for six-pence a piece!'}, {'date': '1772', 'aut': 'G. Stevens', 'tit': 'Songs Comic and Satyrical', 'num': '13', '#text': '‘The Dream’ So Jack Puddings joke, with distorted grimace, / Benetting their Gudgeons, – the Croud'}, {'@class': 'new', 'date': '1784', 'tit': 'Northampton Mercury', 'num': '2/2', '#text': '31 May To the Jack-Pudding Junto; or Market-Harborough Buffoons'}, {'date': '1785, 1788, 1796', 'aut': 'Grose', 'tit': 'Classical Dict. of the Vulgar Tongue'}, {'date': '1791', 'tit': 'Bon Ton Mag.', 'num': '35/1', '#text': 'Mar. ‘Pugh,’ says Old Surly, ‘I shall now expect / To see Jack Pudding treated with respect.’'}, {'date': '1801', 'tit': 'Sporting Mag.', 'num': '105/2', 'i': ['Punch', 'Merry-Andrew', 'Jack-Pudding'], '#text': 'May XVIII Whenever  was absent, the  or, amused the audience with a speech'}, {'date': '1808', 'aut': 'B. Bradshaw', 'tit': 'Hist. of Billy Bradshaw', 'num': '25', '#text': 'I put in a word for myself and offered to be his Merry Andrew or Jack Pudding'}, {'@class': 'N331', 'date': '1811', 'tit': 'Lex. Balatronicum'}, {'date': '1822', 'aut': 'C. Dibdin Yngr', 'tit': 'Larks of Logic, Tom and Jerry', 'num': 'I ii', '#text': 'We laugh at [...] the tricks of the mountebank’s jack-pudding – because we despise the folly, and pity the fool'}, {'date': '1837', 'tit': 'Bentley’s Misc.', 'num': '106', '#text': '‘The Leech of Folkestone’  July The features were feline, but their expression that of the Jack-Pudding'}, {'date': '1840', 'aut': 'W.G. Simms', 'tit': 'Border Beagles', 'edn': '1855', 'num': '332', '#text': 'Our Jack Pudding! — our fellow for broad grin and buffoonery!'}, {'@class': 'new', 'date': '1846', 'tit': 'Bell’s Life in Sydney', 'num': '2/2', 'i': ['jack pudding', 'eclat'], '#text': '24 Oct. [This action] had great effect, and won for the abundant'}, {'@class': 'N331', 'date': '1848', 'tit': ['Flash Dict.', 'Sinks of London Laid Open'], '#text': 'in'}, {'@class': 'N331', 'date': '1848', 'aut': 'Macaulay', 'tit': 'Hist. of England', '#text': 'II Ch. 6 [Internet] Booth had bitterly complained to the Commons that the dearest interests of his constituents were intrusted to a drunken jackpudding'}, {'date': '1859', 'aut': 'G.A. Sala', 'tit': 'Gaslight and Daylight', 'num': '17', '#text': '(at a pantomime) Exultingly watch the Clown through his nefarious career; roar at Jack-pudding tumbling'}, {'@class': 'new', 'date': '1866', 'tit': 'Rochdale Obs.', 'num': '5/1', '#text': '20 Jan. It may gratify the taste of this venal writer [...] to call Mr potter a ‘Jack Pudding’'}, {'date': '1878', 'aut': 'Ebsworth', 'tit': 'Bagford Ballads', 'num': '867', '#text': 'in  I We suppose Serini to have been a contemporary Jack-Pudding, and fire-eater'}, {'@class': 'N331', 'date': '1881', 'aut': 'Besant & Rice', 'tit': 'Chap. of Fleet', 'org': 'F&H', '#text': 'Pt 1 They were again jocund, light-hearted, the oracle of the tavern, the jester and jack-pudding of the Feast'}, {'date': '1887', 'tit': 'Bulletin', 'num': '8/4', '#text': '(Sydney) 5 Nov. [T]ell him (while you are rubbing his nose, &c) that the questions toIacke a Lent be settled at the coming elections are too momentous for Jack Puddings and professional tricksters to be allowed to draw their dirty cloaks over them'}, {'@class': 'new', 'date': '1901', 'tit': 'Hawaiian Star', 'num': '4/1', '#text': '(Honolulu) 2 Apr. Members neither come here to laugh, nor to make jack-puddings of themselves'}, {'date': '1925', 'con': 'WWI', 'aut': 'Fraser & Gibbons', 'tit': 'Soldier and Sailor Words', 'num': '114', 'i': ['Hans Wurst', 'German'], '#text': ': ( — wurst – sausage).The popular German nickname for a German infantryman [...] ‘Hans Wurst’ is a derisory term ordinarily, equivalent to ‘Silly Billy’, ‘Silly Johnny’, or the former-day ‘Jack Pudding’'}]","a jester or clown, travelling with a mountebank or itinerant quack; also attrib.",compound,jack pudding,1648,"I The Junto-men, the Hocus-Pocusses, the State-Mountebanks, with their Zanyes and Jack-puddings!",1925,": ( — wurst – sausage).The popular German nickname for a German infantryman [...] ‘Hans Wurst’ is a derisory term ordinarily, equivalent to ‘Silly Billy’, ‘Silly Johnny’, or the former-day ‘Jack Pudding’",jack
mid-19C,"{'@first': 'yes', 'circa': '1850', 'aut': 'Duncombe', 'tit': 'New and Improved Flash Dict.', 'num': 'n.p.', '#text': 'Jack-rats thieves who contrive to slip into and conceal themselves in people’s houses, and when all the family is gone to rest, let in their accomplices and rob the house'}",a sneak-thief,compound,jack-rat,1850,"Jack-rats thieves who contrive to slip into and conceal themselves in people’s houses, and when all the family is gone to rest, let in their accomplices and rob the house",1850,"Jack-rats thieves who contrive to slip into and conceal themselves in people’s houses, and when all the family is gone to rest, let in their accomplices and rob the house",jack
mid-16C–early 18C,"[{'@first': 'yes', 'date': '1567', 'aut': 'R. Edwards', 'tit': 'Damon and Pithias', 'edn': '1571', 'num': 'Fi', '#text': 'Here is a gaye worlde, Boyes now settes olde men to scoole, I sayd well enough, what Jacke sauce, thinkst cham a foole?'}, {'date': '1577', 'tit': 'Misogonus', 'aut': 'Farmer', 'edn': '1906', 'num': 'II iii', 'scaps': ['liturg.', 'cac.'], '#text': 'in : The Scripture so saith. : The Scripture, you Jack Sauce!'}, {'date': '1584', 'tit': 'Three Ladies of London', 'num': 'II', '#text': 'Come, sir Jack-sauce, make quick despatch at once'}, {'date': '1599', 'aut': 'Shakespeare', 'tit': 'Henry V', 'num': 'IV vii', '#text': 'If he be perjured, see you now, his reputation is as arrant a villain, and a Jack-sauce, as ever his black shoe trod upon God’s ground'}, {'date': '1602', 'aut': 'J. Cooke', 'tit': 'How A Man May Choose A Good Wife From A Bad', 'num': 'Act IV', '#text': 'Why, you Iacke sawce, you Cuckold you what-not'}, {'date': '1612', 'aut': 'N. Field', 'tit': 'Woman is a Weathercock', 'num': 'II i', '#text': 'What say ye, Jack Sauce?'}, {'@class': 'N331', 'date': '1617', 'aut': 'J. Taylor', 'tit': 'Works', 'edn': '1869', 'num': '113', 'i': ['Iacke', 'Iacke Drum', 'Iacke of Douer', 'Iacke Sawce'], '#text': '‘Iacke a Lent’ in  I To praise the Turnspit  my Muse is mum, / Nor the enterainment of  / [...] / Nor  that Grand Iury Iacke, / Nor  (the worst knaue mongst the packe)'}, {'date': '1624', 'aut': 'T. Heywood', 'tit': 'Captives', 'num': 'I ii', '#text': 'Jhon, y’are a Jack sauce, I meane a sawcye Jacke'}, {'date': '1632', 'aut': 'Massinger', 'tit': 'City-Madam', 'num': 'IV ii', '#text': 'Do you so, Jack sauce?'}, {'date': '1663', 'aut': 'A. Cowley', 'tit': 'Cutter of Coleman-street', 'edn': '1721', 'num': '745', '#text': 'Sure I am the older Man, Jack Sawce, and should be the wiser!'}, {'@class': 'N331', 'date': '1667', 'aut': 'Dryden', 'tit': 'Sir Martin Mar-all', 'num': 'IV i', '#text': 'Jack Sawce! if I say it is a Tragedy, it shall be a Tragedy in spight of you'}, {'date': '1694', 'aut': 'D’Urfey', 'tit': 'Comical Hist. of Don Quixote', 'num': 'IV iii', 'i': 'Jack', '#text': 'in  Pt 2 How now,  Sawce! must come away!'}, {'date': '1702', 'aut': 'Vanbrugh', 'tit': 'False Friend', 'num': 'Act III', '#text': 'Why how now Jack Sauce? why how now Presumption?'}, {'date': '1719', 'aut': 'D’Urfey', 'tit': 'Pills to Purge Melancholy', 'num': '287', '#text': 'in  V A sword and buckler good and strong, To give jack-sauce a rap'}, {'date': '1818', 'aut': 'W. Scott', 'tit': 'Heart of Mid-Lothian', 'edn': '1883', 'num': '339', '#text': 'Well, Mr. Jack-Sauce, and what is your business to put in your oar?'}, {'@class': 'new', 'date': '1875', 'tit': 'Manchester Eve. News', 'num': '2/4', 'i': 'alias', '#text': '5 July Henry Sherrington,  ‘Jack Rat’, of Wigan, was charged'}]",a saucy or impudent fellow,compound,jack sauce,1567,"Here is a gaye worlde, Boyes now settes olde men to scoole, I sayd well enough, what Jacke sauce, thinkst cham a foole?",1875,"5 July Henry Sherrington,  ‘Jack Rat’, of Wigan, was charged",jack
mid-16C–mid-17C,"[{'@class': 'uk', '@first': 'yes', 'date': '1579', 'aut': 'L. Tomson', 'tit': 'Calvin’s Sermons to Timothie and Titus', 'num': '853/2', '#text': 'Howe many iacke sticklers are there nowe adayes thou they be but ignorant and vnlearned [...] will needes shewe them selues to be somwhat by mouing troubles?'}, {'date': '1643', 'aut': 'Horn & Robotham', 'tit': 'Gate of Languages Unlocked', 'num': '837', '#text': '(trans.)  Ch. 86 A prying medler (busie-body, jack-stickler) crouds in and intrudeth [...] where it nothing concernes him'}]","a meddlesome or interfering person, a busybody",compound,jack stickler,1579,Howe many iacke sticklers are there nowe adayes thou they be but ignorant and vnlearned [...] will needes shewe them selues to be somwhat by mouing troubles?,1643,"(trans.)  Ch. 86 A prying medler (busie-body, jack-stickler) crouds in and intrudeth [...] where it nothing concernes him",jack
late 16C–17C,"[{'@class': 'uk', '@first': 'yes', 'date': '1539', 'aut': 'R. Taverner', 'tit': 'Proverbes or Adagie of Erasmus', 'num': 'Ciii', '#text': 'xix It becometh not Jacke Strawe to reason of princes maters'}, {'date': '1562', 'aut': 'J. Nichols', 'tit': 'Progresses and Processions of Queen Elizabeth', 'edn': '1888', 'num': '26', '#text': '‘Revels at Lincoln’s Inn’ in  I Lastly, that Jack Straw, and all his adherents should be thenceforth utterly banished'}, {'date': '1573', 'tit': 'New Custom', 'num': 'I i', '#text': 'As fit a sighte it were to see a goose shodde, or a sadled cowe, As to heare the pratlinge of any suche iacke strawe'}, {'circa': '1580', 'aut': 'Polwart', 'tit': 'Invectiues Capitane Allexander Montgomeree and Pollvart', 'src': 'Parkinson', 'edn': ['Poems', '2000'], 'num': '31', '#text': 'in  IV line Iak stro, be better anes ingynit Or I will flyt aganis my sell'}, {'date': '1599', 'aut': 'Nashe', 'tit': 'Praise of the Red Herring', 'num': '70', 'i': 'Iacke Straw', '#text': 'It shall be but the weight of a strawe, or the weight of  more'}, {'date': '1650', 'aut': 'Milton', 'tit': 'Defence of the People of England', 'edn': '1692', 'num': 'xviii', '#text': 'Pref. Thou dolt [...] and a Jack-straw, who dependest on the good will of thy Masters for a poor Stipend'}, {'ante': '1661', 'tit': 'Rump Poems and Songs', 'edn': '1662', 'num': '169', '#text': '‘The Parliament-Complement’ \n\t\t\t\t\t\t\t\t II Original sin was damn’d by the Law, / The Son of a Cavalier made a Jack-straw'}, {'date': '1672', 'aut': 'Wycherley', 'tit': 'Love in a Wood', 'num': 'I i', '#text': 'Know ’em, you are a sawcy Jack-straw to question me, (faith and troth) I know every body and every body knows me'}, {'date': '1681', 'aut': 'Otway', 'tit': 'Soldier’s Fortune', 'num': 'IV i', '#text': 'Therefore are you to be murdered to-night [...] you Jack Straw, you'}]","a nonentity, lit. a ‘man of straw’",compound,jack straw,1539,xix It becometh not Jacke Strawe to reason of princes maters,1681,"Therefore are you to be murdered to-night [...] you Jack Straw, you",jack
mid-18C–mid-19C,"[{'@first': 'yes', 'date': '1756', 'tit': 'Sham Beggar', 'num': 'I i', '#text': 'Now, Daddy, I advise you to go and pick up a damn’d large Jack Whore, and spend One Shilling upon her'}, {'date': '1761', 'tit': 'Nancy Dawson’s Jests', 'num': '36', '#text': 'From the luscious tit bit to the bouncing jack whore, / From the bunters in rags to the gay pompadore'}, {'date': ['1785', '1788', '1796'], 'aut': 'Grose', 'tit': 'Classical Dict. of the Vulgar Tongue'}, {'date': '1811', 'tit': 'Lex. Balatronicum'}, {'date': '1823', 'aut': 'Egan', 'tit': 'Grose’s Classical Dict. of the Vulgar Tongue'}, {'date': '1836', 'tit': 'Flash Casket', 'num': '75', '#text': '‘Nanny, The Frisky’ in The blowens of Holborn, can’t grind, / The jack mots of Wapping, might any work do'}, {'date': '1838', 'aut': 'W. Holloway', 'tit': 'Dict. of Provincialisms', 'num': '90/1', '#text': 'A common woman of the most vulgar description a ‘Jack-Whore’'}]","a large, tough prostitute",compound,jack-whore,1756,"Now, Daddy, I advise you to go and pick up a damn’d large Jack Whore, and spend One Shilling upon her",1838,A common woman of the most vulgar description a ‘Jack-Whore’,jack
mid-19C–1920s,"{'@first': 'yes', 'date': '1984', 'aut': 'Partridge', 'tit': 'DSUE', 'edn': '8th edn', 'num': '609/1', '#text': 'mid-C.19–early 20'}",a womanizer,compound,jack-whore,1984,mid-C.19–early 20,1984,mid-C.19–early 20,jack
