chrlbl,citations,definition,part_of_speech,word,first_citation_date,first_citation_text,last_citation_date,last_citation_text,family
1980s+,"{'@first': 'yes', 'date': '1989–2003', 'aut': 'R.O. Scott', 'tit': 'Gay Sl. Dict.', 'i': 'ass queen', '#text': '[Internet] : someone that is attracted to asses'}",one whose primary area of sexual interest is the buttocks,compound,ass queen,1989,[Internet] : someone that is attracted to asses,1989,[Internet] : someone that is attracted to asses,ass
,"{'@first': 'yes', 'date': '1989–2003', 'aut': 'R.O. Scott', 'tit': 'Gay Sl. Dict.', 'i': 'ass raider', '#text': '[Internet] : 1. [1980s] term for homosexual man, used in gay bashing. 2. in anal intercourse the man who fucks, as opposed to the one who is being fucked'}",a male homosexual,compound,ass raider,1989,"[Internet] : 1. [1980s] term for homosexual man, used in gay bashing. 2. in anal intercourse the man who fucks, as opposed to the one who is being fucked",1989,"[Internet] : 1. [1980s] term for homosexual man, used in gay bashing. 2. in anal intercourse the man who fucks, as opposed to the one who is being fucked",ass
,"{'@first': 'yes', 'date': '1989–2003', 'i': 'see', '#text': 'sense 1'}",the active partner in anal intercourse,compound,ass raider,1989,sense 1,1989,sense 1,ass
2000s,"{'@first': 'yes', 'date': '2006', 'aut': 'G. Pelecanos', 'tit': 'Night Gardener', 'num': '33', '#text': 'You sayin Littleton’s an ass ranger?'}",a homosexual,compound,ass ranger,2006,You sayin Littleton’s an ass ranger?,2006,You sayin Littleton’s an ass ranger?,ass
1960s,"{'@first': 'yes', 'date': '1967–8', 'aut': 'Baker', 'tit': 'CUSS', '#text': 'et al.'}",a difficult course or examination,compound,ass-ripper,1967,et al.,1967,et al.,ass
1960s+,"{'@first': 'yes', 'date': '1965–8', 'tit': 'DARE', '#text': 'in'}","a dive in which a swimmer jumps, holds his nose and hits the water buttocks-first; the aim – and the result – is to make a big splash",compound,ass-ripper,1965,in,1965,in,ass
1930s,"[{'@first': 'yes', 'date': '1935', 'aut': 'W. Faulkner', 'tit': 'Pylon', 'num': '66', '#text': 'And you can thank whatever tutelary ass-scratcher you consider president over the fate [...] of that office'}, {'date': '2000', 'tit': 'cybergames.com', '#text': '[Internet] Bite me, you baboon-faced ass-scratcher!'}]","a loafer, an idler",compound,ass-scratcher,1935,And you can thank whatever tutelary ass-scratcher you consider president over the fate [...] of that office,2000,"[Internet] Bite me, you baboon-faced ass-scratcher!",ass
1970s,"[{'@first': 'yes', 'date': '1976', 'aut': 'P. Conroy', 'tit': 'Great Santini', 'edn': '1977', 'num': '287', '#text': 'That was dog-doo defense. Now let’s do that again. Same four. I wanna see some ass-scratching defense this time'}, {'date': '1998', 'aut': 'G. Derian', 'tit': 'Do-It-Yourself Electronic Fuel Injection', '#text': 'posting at  22 Oct. [Internet] I thought of this but the juxtaposition of the parts involved seems to preclude that solution for me....like I’ve said b-4 this is a real ass scratcher'}]","something that makes one think; thus  adj., thoughtful, cleverly executed",compound,ass-scratcher,1976,That was dog-doo defense. Now let’s do that again. Same four. I wanna see some ass-scratching defense this time,1998,posting at  22 Oct. [Internet] I thought of this but the juxtaposition of the parts involved seems to preclude that solution for me....like I’ve said b-4 this is a real ass scratcher,ass
late 19C; 1960s+,"[{'@first': 'yes', 'date': '1943', 'con': '1890s', 'aut': 'W.L. McAtee', 'tit': 'Dial. Grant County', 'num': '2', 'i': 'Ass-sucker', '#text': '(IN) Supplement   [...] bootlicker, toady'}, {'date': '1967', 'tit': 'DARE', '#text': 'in'}, {'date': '1975', 'aut': 'Joe McKennon', 'tit': 'Horse dung trail', 'num': '220', '#text': 'Only people that call me Mister are ass suckers and stool pigeons'}, {'date': '1991', 'aut': 'B. Hamper', 'tit': 'Rivethead', 'edn': '1992', 'num': '88', 'scaps': 'ass sucker', '#text': 'Some horn-rimmed fella who had  stamped all over his giant forehead'}, {'date': '2001', 'tit': 'South Park', 'scaps': ['stan', 'cartman', 'stan', 'cartman', 'stan'], '#text': 'ep. 306 [TV script] : Aw, Dude! Get me out of here! : I think Sexual Harrassment Panda is cool! : You would think that, you little ass sucker! : What did you call me? : An ass sucker! It means you suck ass!'}, {'date': '2002', 'tit': 'ACLU Online Community', '#text': '10 Feb. [Internet] Hey DickCheese? I’m supposed to CARE that you know these people? Or should I be impressed? Or is this just your way of sucking up? Should I [...] surmise you have a BIG preference for sitting around with chocolate on your nose? Ya fucking sniveling ass sucker. Get out!'}]","a sycophant, a toady",compound,ass-sucker,1943,"(IN) Supplement   [...] bootlicker, toady",2002,10 Feb. [Internet] Hey DickCheese? I’m supposed to CARE that you know these people? Or should I be impressed? Or is this just your way of sucking up? Should I [...] surmise you have a BIG preference for sitting around with chocolate on your nose? Ya fucking sniveling ass sucker. Get out!,ass
1970s,"{'@first': 'yes', 'date': '1972', 'aut': 'D. Jenkins', 'tit': 'Semi-Tough', 'num': '10', '#text': 'Old Billy Clyde’s salary is up there in big figures now, and if you lump three years together, it’s a real ass-tickler'}",something amusing,compound,ass-tickler,1972,"Old Billy Clyde’s salary is up there in big figures now, and if you lump three years together, it’s a real ass-tickler",1972,"Old Billy Clyde’s salary is up there in big figures now, and if you lump three years together, it’s a real ass-tickler",ass
1950s–70s,"{'@first': 'yes', 'date': '1979', 'tit': 'Maledicta', 'num': '231', 'b': ['ass burglar', 'ass-bandit', 'ass peddler', 'ass watcher', 'cruiser'], '#text': 'III:2 He also may or may not know the following words and expressions:  or ,  (hustler) and  ()'}",one who walks the streets looking for a potential sexual partner,compound,ass watcher,1979,"III:2 He also may or may not know the following words and expressions:  or ,  (hustler) and  ()",1979,"III:2 He also may or may not know the following words and expressions:  or ,  (hustler) and  ()",ass
1960s+,"[{'@first': 'yes', 'date': '1967', 'aut': 'W. Crawford', 'tit': 'Gresham’s War', 'num': '178', 'org': 'HDAS', '#text': 'You men knock off this cheap shit or get ready for an absolute ass-waxing'}, {'date': '2001', 'tit': 'Cougfan.com', '#text': '18 Oct. [Internet] Now this game has ‘major upset’ written all over it [...] Ah, who am I fooling? Look for an ass-waxing of Westwoodian proportions for this one'}, {'date': '2001', 'tit': 'www.z92.com', '#text': '18 Jan. [Internet] Mike’s a big Vikings fan like Todd so the two consoled each other about the Viking’s recent ass waxing'}]","a thrashing, a beating",compound,ass waxing,1967,You men knock off this cheap shit or get ready for an absolute ass-waxing,2001,18 Jan. [Internet] Mike’s a big Vikings fan like Todd so the two consoled each other about the Viking’s recent ass waxing,ass
None,"[{'@class': 'new', '@first': 'yes', 'date': '1909', 'tit': 'Living Age', 'num': '554', '#text': '29 May Molloy’s, a notable house of refreshment, within an ass’s gallop of the town of Crossgar.'}, {'@class': 'new', 'date': '1912', 'tit': 'Overland Mthly', 'num': '134/1', '#text': ""59 Make it short and sweet, then, as an ass’s gallop. The sun'll be down in a jiffy""}, {'@class': 'new ire', 'date': '1956', 'aut': 'S. Byrne', 'tit': 'Design for a Headstone', 'num': '88', '#text': 'KEVIN: (Studies JAKEY’S face.) You were only out for a week? JAKEY: Short and sweet, like an ass’s gallop'}, {'@class': 'new uk', 'date': '1987', 'tit': 'Northern Windows', 'num': '105', '#text': '‘Short and sweet like an ass’s gallop’, is a good saying: the hairy-legged Clydesdales recovered the lost ground and passed out of our sight'}, {'@class': 'new ire', 'date': '2000', 'aut': 'M. O’Sullivan', 'tit': 'Brendan Behan', 'num': '80', '#text': ""He described the brief exhilaration of those minutes on Finglas Road: ‘short and sweet like an ass’s gallop but in those few moments I lived a full life's span’""}, {'@first': 'yes', 'date': '2002', 'tit': 'O’Byrne Files: Dublin Sl. Dict.', 'i': 'n. phr', '#text': '[Internet] Ass’s gallop . brief period of time'}]","short, used of time or distance, usu. in phr ‘short and sweet, like an ass’s gallop’",compound,ass’s gallop,1909,"29 May Molloy’s, a notable house of refreshment, within an ass’s gallop of the town of Crossgar.",2002,[Internet] Ass’s gallop . brief period of time,ass
1960s+,"[{'@first': 'yes', 'date': '1967', 'tit': 'DARE', '#text': 'in  questionaire'}, {'date': '1968', 'aut': 'G. Cuomo', 'tit': 'Among Thieves', 'num': '376', '#text': 'It looked to Mel like they were just ass-end up and that was it, sad movies'}, {'date': '1997', 'tit': 'Mother Jones', '#text': 'in  July–Aug. [Internet] People talking about politics usually start from the ass end backwards in that they think you have a political agenda, and then you make your work fit that cookie cutter'}]",in confusion; back-to-front; upside down; thus defeated,phrase,ass-end-backwards,1967,in  questionaire,1997,"in  July–Aug. [Internet] People talking about politics usually start from the ass end backwards in that they think you have a political agenda, and then you make your work fit that cookie cutter",ass
late 19C–1950s,"[{'@first': 'yes', 'date': '1942', 'con': '1890s', 'aut': 'W.L. McAtee', 'tit': 'Dial. Grant County', 'num': 'n.p.', 'i': 'Ass end foremost', 'org': 'DARE', '#text': '(IN) Supplement 1  [...] backwards'}, {'date': ['1950', '1965'], 'tit': 'DARE', '#text': 'in'}]",in confusion,phrase,ass-end-to,1942,(IN) Supplement 1  [...] backwards,"['1950', '1965']",in,ass
2000s,"{'@first': 'yes', 'date': '2003', 'tit': 'Drunktionary', 'b': ['Ass backwards', 'Ass on backwards'], '#text': '[Internet]  – Confused. From the phrase’s sense of ‘in a confused manner.’'}",drunk,phrase,ass on backwards,2003,[Internet]  – Confused. From the phrase’s sense of ‘in a confused manner.’,2003,[Internet]  – Confused. From the phrase’s sense of ‘in a confused manner.’,ass
1930s+,"[{'@class': 'new', '@first': 'yes', 'date': '1937', 'aut': 'H. Fergusson', 'tit': 'Life of Riley', 'num': '235', '#text': 'I notice in nearly every cowboy picture they have some horse go ass over appetite'}, {'@class': 'new', 'date': '1942', 'aut': 'R.L. Bellem', 'tit': 'Dan Turner - Hollywood Detective', '#text': '‘Cooked!’  Jan. [Internet] Dr. Lambert had fallen neck-over-appetite in love with a cute little bleached-blonde extra'}, {'date': '1956', 'aut': 'N. Algren', 'tit': 'Walk on the Wild Side', 'num': '218', '#text': 'The king [...] bounded one short confident step forward, pitched himself ass over appetite, beaned himself beautifully on the table’s edge and crushed flat, shoulders shaking'}, {'@class': 'new', 'date': '1970', 'tit': 'Scanlan’s Mag.', 'num': '70', '#text': '1 How could a stupid fish [...] suddenly grab you, pull you through the water, lift you up in the air [...] then toss you ass over appetite back into the sea?'}, {'@class': 'new', 'date': '1981', 'aut': 'N.P. Roth', 'tit': 'Brave Men All', 'num': '180', '#text': 'He knocked me ass over appetite across a couple of cots and out the tent flap'}, {'@class': 'new', 'date': '1992', 'aut': 'V. Randolph', 'tit': 'Blow the Candle Out', 'num': '804', 'i': 'Ass over appetite', '#text': '[note]  means no more than head-over-heels, as in the sentence ‘Bill slipped on the top step, and fell ass over appetite’'}, {'@class': 'new', 'date': '2004', 'aut': 'D. Castell', 'tit': 'Cowboy and a Kiss', 'num': '175', '#text': 'He felt himself fly ass-over-appetite into the air and land butt first in the dirt, jarring every bone in his body'}]",head-over-heels (cf. ),phrase,ass over appetite,1937,I notice in nearly every cowboy picture they have some horse go ass over appetite,2004,"He felt himself fly ass-over-appetite into the air and land butt first in the dirt, jarring every bone in his body",ass
1960s,"{'@first': 'yes', 'date': '1969', 'tit': 'DARE', '#text': 'in'}","head-over-heels, in confusion",phrase,ass-side-before,1969,in,1969,in,ass
1980s,"{'@first': 'yes', 'date': '1998', 'con': '1986', 'aut': 'G. Pelecanos', 'tit': 'Sweet Forever', 'num': '60', '#text': 'The place was ass-to-elbow, humid all year round, and always smelled like something between piss and perspiration'}",extremely crowded,phrase,ass-to-elbow,1998,"The place was ass-to-elbow, humid all year round, and always smelled like something between piss and perspiration",1998,"The place was ass-to-elbow, humid all year round, and always smelled like something between piss and perspiration",ass
1960s–70s,"[{'@first': 'yes', 'date': '1967', 'aut': 'C. Cooper Jr', 'tit': 'Farm', 'edn': '1968', 'num': '84', 'i': 'always', '#text': 'The headnurse Miss Harvey, she’s  in yer ass about somethin'}, {'date': '1973', 'aut': 'E. Bunker', 'tit': 'No Beast So Fierce', 'num': '46', '#text': 'Selam’s gonna be in my ass for being gone so long'}]",nagging,phrase,in someone’s ass,1967,"The headnurse Miss Harvey, she’s  in yer ass about somethin",1973,Selam’s gonna be in my ass for being gone so long,ass
1980s+,"[{'@first': 'yes', 'date': '1989', 'aut': 'P. Munro', 'tit': 'Sl. U.', 'num': '141', '#text': 'My roommate was wasted off his ass by the time the party was over'}, {'date': '1999', 'aut': 'Eble', 'tit': 'Campus Sl.', 'num': '8', '#text': 'Nov. off one’s ass – excessively drunk'}, {'date': '2001', 'aut': '‘Randy Everhard’', 'tit': 'Tattoo of a Naked Lady', 'num': '18', '#text': 'He was drunk off his ass'}, {'@class': 'edited', 'date': '2008', 'aut': 'R. Price', 'tit': 'Lush Life', 'num': '127', '#text': 'I was scared [...] I was off-my-ass drunk too'}]","to a very great extent, extremely, completely, usu. ref. to drunkenness",phrase,off one’s ass,1989,My roommate was wasted off his ass by the time the party was over,2008,I was scared [...] I was off-my-ass drunk too,ass
1910s+,"[{'@class': 'ire', '@first': 'yes', 'circa': '1917', 'aut': 'S. Dunne', 'tit': 'Cork Anthology', 'edn': '1993', 'num': '406', '#text': 'in For they takes us out to Blarney, they lays us on the grass: / They puts us in the family way and leaves us on our ass'}, {'date': '1935', 'aut': 'E. Hemingway', 'src': 'Baker', 'tit': 'Sel. Letters', 'edn': '1981', 'num': '413', '#text': 'letter 4 June in He is on his ass in Havana having won a gigantic competition which the last revolution buggered up (we lost) so never paid'}, {'date': '1956', 'aut': 'J. Blake', 'tit': 'Joint', 'edn': '1972', 'num': '83', '#text': 'letter 3 Aug. in A month or so out of jail, broke and on my ass'}, {'@class': 'N331', 'date': '1964', 'aut': 'B. Jackson', 'tit': 'Get Your Ass in the Water', 'edn': '1974', 'num': '209', '#text': 'He’s just like I want to see him, on his motherfucken ass'}, {'date': '1969', 'aut': '‘Iceberg Slim’', 'tit': 'Mama Black Widow', 'num': '13', '#text': 'Mike is back in town on his bare ass'}, {'date': '1979', 'aut': 'E. Torres', 'tit': 'After Hours', 'num': '168', '#text': 'They love it when you on yo’ ass'}, {'date': '1982', 'aut': 'H. Beaton', 'tit': 'Outside In', 'num': 'Act II', '#text': 'Start foolin’ around with traffic and you’ll be right back on your arse! In the digger!'}, {'@class': 'N331', 'date': '1989', 'con': '1950s–60s', 'aut': 'G. Tremlett', 'tit': 'Little Legs', 'num': '182', '#text': 'in Four years ago I was on my arse'}, {'date': '1990', 'con': '1930s–60s', 'aut': 'H. Huncke', 'tit': 'Guilty of Everything', 'edn': '1998', 'num': '269', '#text': 'I became partially involved with the Times Square scene again but not in as beat a way as before, not as much on my ass'}, {'@class': 'N331', 'date': '1991', 'aut': 'D. Gaines', 'tit': 'Teenage Wasteland', 'num': '227', '#text': 'You’re drunk on your ass'}, {'@class': 'N331', 'date': '2000', 'aut': 'J.J. Connolly', 'tit': 'Layer Cake', 'num': '91', '#text': 'He picked up Geno when he was on his arse'}, {'date': '2005', 'aut': 'B. Hare', 'tit': 'Urban Grimshaw', 'num': '20', '#text': 'I was on my arse and had little choice but to go back into some form of social work'}, {'@class': 'new', 'date': '2011', 'aut': 'J.J. Connolly', 'tit': 'Viva La Madness', 'num': '20', '#text': 'Coke-addled Dougie as on his arse and desperately needed funds'}]","facing serious problems, esp. financial ones",phrase,on one’s ass,1917,"in For they takes us out to Blarney, they lays us on the grass: / They puts us in the family way and leaves us on our ass",2011,Coke-addled Dougie as on his arse and desperately needed funds,ass
1960s,"{'@first': 'yes', 'date': '1967–8', 'aut': 'Baker', 'tit': 'CUSS', 'num': '72', 'i': 'Ass, on your', '#text': 'et al.  Have a minor illness, feel sick'}","ill, sick",phrase,on one’s ass,1967,"et al.  Have a minor illness, feel sick",1967,"et al.  Have a minor illness, feel sick",ass
1940s+,"[{'@first': 'yes', 'date': '1948', 'con': '1944', 'aut': 'N. Mailer', 'tit': 'Naked and Dead', 'num': '439', '#text': 'Croft’s been on my ass the whole time'}, {'@class': 'N331', 'date': '1949', 'aut': 'I. Shulman', 'tit': 'Cry Tough!', 'num': '138', '#text': 'Those lousy contractors can’t do anything right and I gotta be on their ass all the time'}, {'date': '1950', 'aut': 'S. Murphy', 'tit': 'Stone Mad', 'edn': '1966', 'num': '184', '#text': 'Why, man, she’s like a cat with kittens until I fork out the wages. Then if I’m short she’s on me house immediately, an’ I get a long sermon on the duties of a father to his children'}, {'date': '1969', 'aut': '‘Iceberg Slim’', 'tit': 'Mama Black Widow', 'num': '1674', '#text': 'Grampy’s on his ass'}, {'date': '1972', 'aut': 'Hall  &  Adelman', 'tit': 'Gentleman of Leisure', 'num': '111', '#text': 'I don’t want to work either. But if Silky finds out I didn’t, he’ll be over on my ass'}, {'@class': 'N331', 'date': '1974', 'aut': 'D. Goines', 'tit': 'Daddy Cool', 'edn': '1997', 'num': '24', '#text': 'I told you before I left to stay on this kid’s ass and make her come home early'}, {'date': '1979', 'aut': 'E. Torres', 'tit': 'After Hours', 'num': '149', '#text': 'Norwalk was on Rutledge’s ass already'}, {'date': '1983', 'aut': 'N. Proffitt', 'tit': 'Gardens of Stone', 'edn': '1985', 'num': '161', '#text': 'You’d think Flanagan would have done it just to keep Sergeant Hazard off his ass'}, {'date': '1989', 'aut': 'P. Munro', 'tit': 'Sl. U.'}, {'date': '1990', 'aut': 'S. Morgan', 'tit': 'Homeboy', 'num': '200', 'i': 'ass', '#text': 'I’m on his spic'}, {'@class': 'N331', 'date': '1993', 'aut': 'T. Jones', 'tit': 'Pugilist at Rest', 'num': '52', '#text': 'These gooks are hot on my ass'}, {'date': '1997', 'aut': 'C. Hiaasen', 'tit': 'Lucky You', 'num': '184', '#text': 'The chief judge had been on Arthur Battenkill’s ass about clearing the case backlog'}, {'@class': 'N331', 'date': '1997', 'con': '1970s', 'aut': 'G. Pelecanos', 'tit': 'King Suckerman', 'edn': '1998', 'num': '164', '#text': 'We might have the law on our asses right quick'}, {'date': '1999', 'aut': 'J. Ridley', 'tit': 'Love Is a Racket', 'num': '337', '#text': 'Duntphy must have been on my ass all day, watching, waiting'}, {'@class': 'N331', 'date': '2000', 'tit': 'Hip-Hop Connection', 'num': '26', '#text': 'Jan./Feb. Them TV interviewers in the media they be on your ass'}, {'date': '2001', 'con': '1975–6', 'aut': 'E. Little', 'tit': 'Steel Toes', 'num': '66', '#text': 'George [has] a running start of ten feet before we are right on his ass'}]",in hot pursuit (of someone); persecuting or harassing someone; thus the opposite ;,phrase,on someone’s ass,1948,Croft’s been on my ass the whole time,2001,George [has] a running start of ten feet before we are right on his ass,ass
1970s,"[{'@first': 'yes', 'date': '1973', 'aut': 'P. Maas', 'tit': 'Serpico', 'num': '172', '#text': 'I’m on the balls of my ass, man'}, {'date': '1979', 'aut': 'E. Torres', 'tit': 'After Hours', 'num': '27', '#text': 'He’s on the balls of his ass'}]",at the nadir of one’s fortunes,phrase,on the balls of one’s ass,1973,"I’m on the balls of my ass, man",1979,He’s on the balls of his ass,ass
1950s+,"[{'@first': 'yes', 'date': '1958', 'aut': 'R. Frede', 'tit': 'Entry E', 'edn': '1961', 'num': '195', '#text': 'You better not tell the Exec Committee. You’ll be out on your ass for sure then'}, {'@class': 'N331', 'date': '1962', 'aut': 'S. Longstreet', 'tit': 'Flesh Peddlers', 'edn': '1964', 'num': '192', '#text': 'The old days, the way we fought [...] Now I’m out on my ass'}, {'@class': 'N331', 'date': '1964', 'aut': 'H. Selby Jr', 'tit': 'Last Exit to Brooklyn', 'edn': '1966', 'num': '96', '#text': 'Look buddy, youd better shut yafuckinmouth or youll be out on your ass'}, {'date': '1966', 'con': '1958', 'aut': 'R. Farina', 'tit': 'Been Down So Long', 'edn': '1972', 'num': '59', '#text': 'They threw me out [...] Out out on my ass, bump down the stairs'}, {'date': '1970', 'tit': 'San Diego Sailor', 'num': '75', '#text': 'The bitch [...] will have found a new subject to work on and the kid’s out on his ass'}, {'date': '1970', 'aut': 'A. Sillitoe', 'tit': 'Start in Life', 'edn': '1979', 'num': '160', '#text': 'If I’d followed him to the letter I’d have been out on my arse in no time'}, {'date': '1982', 'aut': 'A. Maupin', 'tit': 'Further Tales of the City', 'edn': '1984', 'num': '188', '#text': 'She’d better report to me on Friday or she’s out on her ass'}, {'@class': 'N331', 'date': '1989', 'aut': 'H. Rawson', 'tit': 'Dict. of Invective', 'edn': '1991', 'num': '278', 'i': ['out', 'out on [one’s] ass'], '#text': 'It is not good to be , e.g. [...] , to be fired, as from a job'}, {'date': '2000', 'aut': 'N. Griffiths', 'tit': 'Grits', 'num': '100', 'i': 'dey', '#text': 'If it wuz me, now, ad av yer out on yewer fuckin arse arftyer a week, no, a fuckin'}]","ejected unceremoniously, thrown out",phrase,out on one’s ass,1958,You better not tell the Exec Committee. You’ll be out on your ass for sure then,2000,"If it wuz me, now, ad av yer out on yewer fuckin arse arftyer a week, no, a fuckin",ass
1980s+,"[{'@first': 'yes', 'date': '1987', 'aut': 'Eble', 'tit': 'Campus Sl.', 'num': '6', '#text': 'Fall out the ass – in large quantities: I have mid-terms out the ass this week. Also up the shit, out the butt, up the bazooka'}, {'date': '1999', 'aut': 'Eble', 'tit': 'Campus Sl.', 'num': ['5', '8'], '#text': 'Apr. out the ass – excessive quantities: ‘They had pizza out the ass at the party’. [Ibid.] Nov. out the butt – in an extreme amount or manner'}, {'date': '2004', 'tit': 'Guardian', 'num': '2', '#text': 'letter by US serviceman, dated 13 July in  G2 5 Oct. We are spending money out the ass for this shit'}]",excessively,phrase,out the ass,1987,"Fall out the ass – in large quantities: I have mid-terms out the ass this week. Also up the shit, out the butt, up the bazooka",2004,"letter by US serviceman, dated 13 July in  G2 5 Oct. We are spending money out the ass for this shit",ass
1950s+,"[{'@first': 'yes', 'date': '1972', 'aut': 'L. Bangs', 'tit': 'Psychotic Reactions', 'edn': '1988', 'num': '113', '#text': 'in That is so fucked up it’s got class up the ass'}, {'@class': 'N331', 'date': '1973', 'aut': 'E. Bunker', 'tit': 'No Beast So Fierce', 'num': '46', '#text': 'Man, he’s so square — one of those educated fools. Got book-learning up the ass, but doesn’t know a fuckin’ thing about life or people'}, {'@class': 'N331', 'date': '1973', 'aut': 'G.V. Higgins', 'tit': 'Digger’s Game', 'edn': '1981', 'num': '78', '#text': 'They also got sports action up the ass in Vegas'}, {'@class': 'N331', 'date': '1975', 'aut': 'E. Torres', 'tit': 'Carlito’s Way', 'num': '44', '#text': 'Writing coram nobis and habeas corpses up the ass, arguing cases like they was Earl Warren'}, {'date': '1978', 'aut': 'T. O’Brien', 'tit': 'Going After Cacciato', 'edn': '1980', 'num': '245', '#text': 'Screwed and skewered [...] Cops up the ass'}, {'date': '1981', 'aut': 'E. Bunker', 'tit': 'Little Boy Blue', 'edn': '1995', 'num': '283', '#text': 'Morphine, dilaudid, pantopon ... goofballs and uppers up the ass'}, {'@class': 'new', 'date': '2002', 'aut': 'C. Stella', 'tit': 'Jimmy Bench-Press', 'num': '2', '#text': 'He’s supposed to be mortgaged up the ass'}]","to excess, in large amounts",phrase,up the ass,1972,in That is so fucked up it’s got class up the ass,2002,He’s supposed to be mortgaged up the ass,ass
,"[{'@first': 'yes', 'date': '1865', 'aut': 'T.P. Lowry', 'tit': 'Stories the Soldiers Wouldn’t Tell', 'edn': '1994', 'num': '36', '#text': 'in [He wrote to George about the weather] ‘mud up to a mans ass hear’'}, {'date': '1974', 'aut': 'G.V. Higgins', 'tit': 'Cogan’s Trade', 'edn': '1975', 'num': '11', '#text': 'You’re gonna be flying and you’re gonna go in stoned up to your ass'}]",to an extreme extent,phrase,up to one’s ass,1865,in [He wrote to George about the weather] ‘mud up to a mans ass hear’,1974,You’re gonna be flying and you’re gonna go in stoned up to your ass,ass
,"[{'@first': 'yes', 'date': '1963', 'aut': 'M. Braly', 'tit': 'Shake Him Till He Rattles', 'edn': '1964', 'num': '107', '#text': '‘We’re cutting out.’ [...] ‘Heat. And crap. We’re up to our ass in it here. In New York they’re civilized.’'}, {'date': '1967', 'aut': 'L. Bruce', 'tit': 'Essential Lenny Bruce', 'num': '61', '#text': 'I’m up to my ass in crutches and wheelchairs'}, {'date': '1976', 'aut': 'R. Price', 'tit': 'Blood Brothers', 'num': '17', '#text': 'These guys are all prob’ly up to their asses in mortgages'}, {'date': '1978', 'aut': 'D. DeLillo', 'tit': 'Running Dog', 'edn': '1992', 'num': '140', '#text': 'He’s up to his ass in it. And it’s climbing fast'}]","totally involved in, overwhelmed by",phrase,up to one’s ass,1963,‘We’re cutting out.’ [...] ‘Heat. And crap. We’re up to our ass in it here. In New York they’re civilized.’,1978,He’s up to his ass in it. And it’s climbing fast,ass
1980s+,"[{'@first': 'yes', 'date': '1978', 'aut': 'W. Diehl', 'tit': 'Sharky’s Machine', 'num': '194', '#text': 'Like you say, we’re up to our asses in alligators anyway'}, {'date': '1981', 'aut': 'J. Wambaugh', 'tit': 'Glitter Dome', 'edn': '1982', 'num': '96', '#text': 'We’re up to our ass in alligators'}, {'date': '2001', 'tit': 'www.skaro.com', '#text': '‘Irregular Ramblings’ at  24 Aug. [Internet] But anyone can be serene when things are going their way, right? Being able to maintain a polite demeanor whilst up to one’s ass in alligators is indeed the test of it'}]","in very serious troubles, facing overwhelming problems",phrase,up to one’s ass in alligators,1978,"Like you say, we’re up to our asses in alligators anyway",2001,"‘Irregular Ramblings’ at  24 Aug. [Internet] But anyone can be serene when things are going their way, right? Being able to maintain a polite demeanor whilst up to one’s ass in alligators is indeed the test of it",ass
1950s+,"[{'@first': 'yes', 'date': '1937', 'aut': 'S. Anderson', 'tit': 'Winesburg', 'num': 'I ii', '#text': 'How’s your ass, Jim'}, {'date': '1966', 'con': '1958', 'aut': 'R. Farina', 'tit': 'Been Down So Long', 'edn': '1972', 'num': '18', '#text': 'Give me the Victorian for ‘how’s your ass, ace?’'}, {'date': '1979', 'aut': 'B. Gutcheon', 'tit': 'New Girls', 'edn': '1982', 'num': '312', '#text': 'You get past all that trivial bullshit – how’s your work, how’s your ass'}]",a general phr. of greeting,phrase,how’s your ass?,1937,"How’s your ass, Jim",1979,"You get past all that trivial bullshit – how’s your work, how’s your ass",ass
1970s+,"[{'@first': 'yes', 'date': '1974', 'aut': 'G.V. Higgins', 'tit': 'Cogan’s Trade', 'edn': '1975', 'num': '69', '#text': 'Guy gets more ass’n a toilet seat'}, {'date': '2002', 'aut': 'L. Fike', '#text': 'TV show about Elvis and Memphis Mafia 14 Aug. [BBC1 TV] We were getting more ass than a toilet seat'}]","of a man, having an active sex life or conspicuous sexual prowess; usu. as  or",phrase,more ass than a toilet seat,1974,Guy gets more ass’n a toilet seat,2002,TV show about Elvis and Memphis Mafia 14 Aug. [BBC1 TV] We were getting more ass than a toilet seat,ass
